pais,_id,anio_aprobacion,sector_institucional,descripcion_proyecto,monto_bruto_usd,origen
Guatemala,833,1975,Sector Público,Completar el Costo de Aquisición de una Central Telefónica Interurbana Incluyendo Gastos de Asistencia Técnica y de Entrenamiento,1940000.0,prestamos_sector_publico
Honduras,834,1968,Sector Público,Construcción de la Carretera Puerto Cortés - Frontera de Guatemala Ruta CA13,4000000.0,prestamos_sector_publico
Nicaragua,835,2017,Sector Público,Proyecto Rehabilitación de la Pista Juan Pablo II y Construcción de Pasos a Desnivel,105470000.0,prestamos_sector_publico
Guatemala,836,2001,Sector Público,Programa de Infraestructura Básica en Educación,9000000.0,prestamos_sector_publico
Honduras,837,1994,Sector Público,Proyecto Ampliación del Sistema de Radionavegación Aérea,1200000.0,prestamos_sector_publico
Honduras,838,1990,Sector Público,LC - Banco Central de Honduras,16400000.0,prestamos_sector_publico
Honduras,839,1970,Sector Público,Construcción del Tramo Tegucigalpa - Danlí de la Carretera CA6,6600000.0,prestamos_sector_publico
Honduras,840,1965,Sector Público,Ampliar Fondos para Costear los Estudios de Factibilidad del Programa de Almacenamiento y Conservación de Granos Básicos,2500.0,prestamos_sector_publico
Nicaragua,841,1991,Sector Público,Proyecto  Ruta Alterna Digital de Telecomunicaciones NicaraguaEl Salvador y la Digitalización de la Estación Terrena,17000000.0,prestamos_sector_publico
Nicaragua,842,1977,Sector Público,Financiamiento de Mano de Obra e Insumos Necesarios para el Cultivo del Marañón en Aproximadamente 3875 Hectáreas Localizadas a lo Largo de la Costa del Pacífico de Nicaragua,1360000.0,prestamos_sector_publico
Honduras,843,1966,Sector Público,Estudios de Modernización Rectificación y Caminos Acceso Carretera,365000.0,prestamos_sector_publico
Honduras,844,1965,Sector Público,Estudio Mejoramiento Servicios de Navegación Aerea,100000.0,prestamos_sector_publico
Honduras,845,2011,Sector Público,Esquema para el Apoyo de Proyectos Productivos del Sector Público y Privado mediante la Conversión de Deuda Interna de Corto Plazo a Deuda Externa	de Largo Plazo,300000000.0,prestamos_sector_publico
Nicaragua,846,2020,Sector Público,Proyecto Bio-CLIMA,84043535.0,prestamos_sector_publico
Honduras,847,1963,Sector Público,Financiar el costo del estudio de factibilidad del proyecto de interconexión eléctrica y desarrollo combinado de los sistemas eléctricos centrales de Honduras y El Salvador.,77000.0,prestamos_sector_publico
Nicaragua,848,1974,Sector Público,LC - Instituto de Fomento Nacional,2625000.0,prestamos_sector_publico
Nicaragua,849,1969,Sector Público,Adquisición de Materiales y Equipo para Señalamiento Vial Control y Conteo de Vehículos Control de Pesos y Regulación de Tránsito en la Red de Carreteras Nacionales y Regionales de Nicaragua,134800.0,prestamos_sector_publico
Nicaragua,850,1994,Sector Público,LC - Banco Central de Nicaragua,3700000.0,prestamos_sector_publico
Guatemala,851,1977,Sector Público,Completar el Financiamiento de los Caminos de Acceso y los Compamentos para la Planta Hidroeléctrica de Pueblo Viejo (Chixoy Medio),7500000.0,prestamos_sector_publico
Nicaragua,852,1974,Sector Público,Plan Maestro para el Desarrollo del Polo Turístico de San Juan del Sur y de los Puntos de Circuito de Managua Granada Masachapa e Isla de Maíz,500000.0,prestamos_sector_publico
Honduras,853,1990,Sector Público,Adquisición de Equipos Cables Materiales Telefónicos y los Servicios Correspondientes a la Central de Conmutación Digital para la Zona de Miraflores Ciudad de Tegucigalpa,2400000.0,prestamos_sector_publico
Nicaragua,854,1971,Sector Público,Financiar Actividades Relacionadas con la Expoertación de Productos No Tradicionales y Turismo.,500000.0,prestamos_sector_publico
El Salvador,855,1990,Sector Público,Proyecto Desarrollo Agrícola para Pequeños Productores de la Región Paracentral de El Salvador,3270000.0,prestamos_sector_publico
Honduras,856,1979,Sector Público,Financiar Complementariamente la Construcción de Ocho Edificios Industriales de la Primera Etapa de la Zona Libre de Exportación,2900000.0,prestamos_sector_publico
Nicaragua,857,1977,Sector Público,Costo de los Estudios de Exploración Factibilidad y Transmisión de Tecnología para el Aprovechamiento del Langostino a Realizarse en el Litoral Pacifico de la Republica de Nicaragua,200000.0,prestamos_sector_publico
Honduras,858,2013,Sector Público,Programa de Transporte Público para el Distrito Central (Trans450),10000000.0,prestamos_sector_publico
Nicaragua,859,1971,Sector Público,Adquisición por el Prestatario de 6300 Acciones de Productos Lácteos de Centroamérica S.A.,90000.0,prestamos_sector_publico
Honduras,860,1970,Sector Público,Financiación de los Estudios Finales de Ingeniería de la Carretera Marcala - Tutule - La Paz,64500.0,prestamos_sector_publico
Honduras,861,1982,Sector Público,Proyecto de Desarrollo Rural Integrado del Departamento de Santa Bárbara (Prodesba),5400000.0,prestamos_sector_publico
Honduras,862,1969,Sector Público,Fondos Destinados Exclusivamente a Completar la Financiación de la Carretera Tela - La Ceiba,2000000.0,prestamos_sector_publico
El Salvador,863,1988,Sector Público,Proyecto de Interconexión de las Carreteras Regionales CA-1 y CA-12 en la Ciudad de Santa Ana,3840000.0,prestamos_sector_publico
Nicaragua,864,1964,Sector Público,Construcción de 44 Km de la Carretera CA3 (Puente Real - Frontera Honduras) 25 de la Carretera CA6 (Ocotal - Las Manos) Frontera de Honduras,4780000.0,prestamos_sector_publico
Guatemala,865,1978,Sector Público,Proyectos de Vivienda a Cooperativas o Grupos Cooperativos Debidamente Constituidos y Reconocidos y Prestamos Individuales para Construcción de Viviendas.,30000000.0,prestamos_sector_publico
Honduras,866,1987,Sector Público,Participación por Parte del Prestatario en el Programa de Rehabilitación de la Pequeña y Mediana Industria.,1000000.0,prestamos_sector_publico
Honduras,867,1974,Sector Público,Proyecto Hidroelectrico Yojoa - Río Lindo,1400000.0,prestamos_sector_publico
Honduras,868,1993,Sector Público,Proyecto Plan de Desarrollo Rural de la Región de Occidente (Plandero),1412000.0,prestamos_sector_publico
Honduras,869,2020,Sector Público,Programa para la Reactivación Económica a través de la MIPYME en la Crisis y Post Crisis COVID-19 en Honduras (Reorientación - Programa de Crédito para la Agroindustria y Cajas Rurales),75000000.0,prestamos_sector_publico
Honduras,870,1965,Sector Público,Estudios Preliminares de Ingeniería y Factibilidad Económica de las Siguientes Carreteras  CA6  CA7  CA10  CA11  CA11a  CA13.,609400.0,prestamos_sector_publico
Panamá,871,2018,Sector Público,Línea de Crédito Revolvente a Empresa de Transmisión Eléctrica  Sociedad Anónima (ETESA),50000000.0,prestamos_sector_publico
Honduras,872,1974,Sector Público,Cancelar al Banco el Monto del Prestamo Otorgado a Productos Lacteos de Honduras S.A. de C.V. (Plahsa) Segun Escritura Pública del 1 de Febrero de 1971.,630000.0,prestamos_sector_publico
Honduras,873,2001,Sector Público,Proyecto de Rehabilitación y Construcción de la Carretera Puerto Cortés,22800000.0,prestamos_sector_publico
Nicaragua,874,1978,Sector Público,LC - Banco Central de Nicaragua,3000000.0,prestamos_sector_publico
Nicaragua,875,2016,Sector Público,Proyecto de Desarrollo Sostenible de los Medios de Vida de las Familias Rurales en el Corredor Seco de Nicaragua (NICAVIDA),15000000.0,prestamos_sector_publico
Honduras,876,1994,Sector Público,Proyecto Adquisición de Transformadores,5915000.0,prestamos_sector_publico
Guatemala,877,2015,Sector Público,Programa de Apoyo a Proyectos de Inversión,250000000.00000003,prestamos_sector_publico
Guatemala,878,2003,Sector Público,Programa de Electrificación Rural (PER),40100000.0,prestamos_sector_publico
Honduras,879,2017,Sector Público,Proyecto Plan de Inversiones Estratégicas para la Reducción de Pérdidas de la Empresa Nacional de Energía Eléctrica (ENEE) ,150000000.0,prestamos_sector_publico
Nicaragua,880,1978,Sector Público,Proyecto Parque Internacional de Ferias,2000000.0,prestamos_sector_publico
Honduras,881,1974,Sector Público,Proyecto Hidroeléctrico Yojoa - Río Lindo,400000.0,prestamos_sector_publico
Nicaragua,882,2012,Sector Público,Programa de Mejoramiento y Ampliación de Agua Potable y Saneamiento en el Pacífico y Centro de Nicaragua,56567400.0,prestamos_sector_publico
Honduras,883,1998,Sector Público,LC - Fondo Nacional para la Producción y la Vivienda ,44000000.0,prestamos_sector_publico
Honduras,884,1982,Sector Público,Construcción a Nivel de Subbase del Tramo de Carretera Siguatepeque - Valle - Jesús de Otoro de Aproximadamente 368 Kms de la Ruta CA-11A,13500000.0,prestamos_sector_publico
Guatemala,885,1987,Sector Público,Rehabilitación de la Carretera CA-1 Oriente Tramo Barberena - Cuilapa - El Molino,5670000.0,prestamos_sector_publico
Honduras,886,2021,Sector Público,OPD en Apoyo a la Implementación de la Ley General de la Industria Eléctrica (LGIE),250000000.0,prestamos_sector_publico
Guatemala,887,2001,Sector Público,Programa de Inversión en Infraestructura Maquinaria y Equipo para la Universidad de San Carlos de Guatemala Ii Etapa,33651252.0,prestamos_sector_publico
Honduras,888,1986,Sector Público,Estudios de Factibilidad de los Proyectos Remolino y Sico II y el Estudio Plan de Optimización del Sistema de Generación Eléctrica de la Enee,3600000.0,prestamos_sector_publico
Honduras,889,1966,Sector Público,Financiar Estudio Aprovechamiento Aguas Rio Choluteca,145000.0,prestamos_sector_publico
Honduras,890,2021,Sector Público,Programa Bono de Alivio a Familias Vulnerables Afectadas por Fenómenos Naturales Producto del Cambio Climático,70000000.0,prestamos_sector_publico
Honduras,891,2008,Sector Público,Ampliación Proyecto Carretera Villa San Antonio  Goascorán  subvención no reembolsable (ZONAF),10000000.0,prestamos_sector_publico
Honduras,892,1971,Sector Público,LC - Banadesa,500000.0,prestamos_sector_publico
Honduras,893,2002,Sector Público,Proyecto Desarrollo Rural Sostenible de Zonas de Fragilidad Ecológica de la Región del Trifinio (Prodert),12800000.0,prestamos_sector_publico
Nicaragua,894,1992,Sector Público,Rehabilitacion De La Pesca Artesanal Del Pacifico Y Reactivacion De Los Centros De Acopio.,3700000.0,prestamos_sector_publico
Nicaragua,895,1981,Sector Público,Proyecto de Desarrollo Rural Integrado de la Región Norte del País (Pronorte) Principalmente en la Construcción de Maquinaria y Equipo Materiales y Servicios,11000000.0,prestamos_sector_publico
Honduras,896,1973,Sector Público,Construcción Incluyendo la Pavimentación del Tramo Tegucigalpa - Danlí de la Carretera CA6,8140000.0,prestamos_sector_publico
Honduras,897,1971,Sector Público,Financiamiento Parcial de la Construcción de la Carretera CA3 Choluteca Frontera con Nicaragua Incluyendo el Camino de Acceso al Poblado de el Triunfo y la Parte Correspondiente a Honduras del Costo de la Construcción del Puente Sobre el Río Guasaule,500000.0,prestamos_sector_publico
Honduras,898,2023,Sector Público,Programa de Crédito para la Agroindustria y Cajas Rurales,25000000.0,prestamos_sector_publico
Nicaragua,899,2021,Sector Público,Proyecto Bio-CLIMA,24316473.0,prestamos_sector_publico
Honduras,900,1986,Sector Público,Construcción de Obras Complementarias al Proyecto de Carretera Siguatepeque - Valle - Jesús de Otoro (Sección I del Proyecto Siguatepeque - La Esperanza en la Ruta CA-11A),500000.0,prestamos_sector_publico
Nicaragua,901,1980,Sector Público,Financiar Estudios de Preinversión Agrícola e Industrial para la Instalación de una Planta para la Producción de Alcohol Etílico anhidro a ser Usados Como Carburante Mezclado con Gasolina,230000.0,prestamos_sector_publico
Nicaragua,902,1973,Sector Público,Estudios Finales De Ingenieria Y Planos Construccion Carreteras Acoyapa - San Carlos Y Sus Ramales Y Rio Blanco - Siuna,550000.0,prestamos_sector_publico
Nicaragua,903,2009,Sector Público,Proyecto de Sustitución del Hospital Militar Escuela Alejandro Dávila Bolaños,66587137.879999995,prestamos_sector_publico
Guatemala,904,1983,Sector Público,Proyecto Correspondiente a la III Etapa de la Red Regional de Telecomunicaciones,6900000.0,prestamos_sector_publico
Nicaragua,905,1978,Sector Público,Segunda Etapa de la Zona Franca Industrial las Mercedes en sus Obras de Infraestructura y Construcción de Edificios Industriales Localizadas en Terrenos Adyacentes al Aeropuerto Internacional las Mercedes,3600000.0,prestamos_sector_publico
Honduras,906,2007,Sector Público,Programa de Inversión en Infraestructura y Fortalecimiento Tecnológico de la Universidad Nacional Autónoma de Honduras,52500000.0,prestamos_sector_publico
Nicaragua,907,1980,Sector Público,Financiar un Programa de Construcción de 1700 Viviendas que Cumplan con los Requisitos Establecidos en las Normas del Programa Vivienda del Banco en las Ciudades de León Chinandega Masaya y Rivas.,8000000.0,prestamos_sector_publico
El Salvador,908,2013,Sector Público,Proyecto Construcción y Equipamiento de Edificio para Oficinas de Diputados y Grupos Parlamentarios de la Asamblea Legislativa,32000000.0,prestamos_sector_publico
Honduras,909,2003,Sector Público,Programa de Electrificación Social Etapa ES-RP-2002,12716000.0,prestamos_sector_publico
Nicaragua,910,1993,Sector Público,LC - Banco Central de Nicaragua,1000000.0,prestamos_sector_publico
Nicaragua,911,1970,Sector Público,Financiamiento de Viviendas Conforme al Programa de Vivienda Media del Banco Centroamericano.,200000.0,prestamos_sector_publico
Nicaragua,912,1971,Sector Público,Reconstrucción de la Carretera San Benito - Sébaco,4800000.0,prestamos_sector_publico
Honduras,913,1977,Sector Público,Proyecto de Emergencia para la Rehabilitación y Mejoramiento del Sistema de Conducción Principal del Distrito de Riego de San Juan de Flores en el Departamento de Francisco Morazan,640000.0,prestamos_sector_publico
Honduras,914,1991,Sector Público,Proyecto Red Regional Digital de Telecomunicaciones Centroamericanas,5580000.0,prestamos_sector_publico
Honduras,915,1975,Sector Público,Construcción de la Carretera Siguatepeque - La Esperanza - Marcala  Proyecto de Interconexión de las Rutas CA-5 y CA-11 y Sección de la CA-11,425000.0,prestamos_sector_publico
El Salvador,916,1989,Sector Público,Estudio de Perforaciones Exploratorias del Campo Geotérmico Coatepeque,5000000.0,prestamos_sector_publico
Nicaragua,917,1971,Sector Público,Finanicar Actividades Relacionadas con la Exportación de Productos No Tradicionales y Turismo.,500000.0,prestamos_sector_publico
Guatemala,918,1980,Sector Público,Financiar Complementariamente el Equipamiento y la Construcción de las Oficinas Administrativas y Residencia para Universitarios Verapaz del Instituto Femenino de Estudios Superiores (Ifes),500000.0,prestamos_sector_publico
