pais,_id,anio_aprobacion,sector_institucional,descripcion_proyecto,monto_bruto_usd,origen
Honduras,657,1979,Sector Público,Proyecto de Campaña de Control de la Sigatoka Negra del Plátano,1900000.0,prestamos_sector_publico
El Salvador,658,1980,Sector Público,Construcción del Tramo VII-B Intersección Ciudad Barrios San Antonio Intersección CA7 (Ocicala) de la II Etapa de la Carretera Denominada Longitudinal del Norte,5500000.0,prestamos_sector_publico
Guatemala,659,1980,Sector Público,Financiar los Servicios de Consultoría y Parcialmente la Construcción de las Obras de Interconexión Eléctrica Entre la República de Guatemala y la República de El Salvador ,10400000.0,prestamos_sector_publico
Honduras,660,2021,Sector Público,Programa de Reconstrucción de Vivienda Resiliente,150000000.0,prestamos_sector_publico
Guatemala,661,1981,Sector Público,Ampliación y Mejoramiento del Tramo Escuintla - Taxisco de la Carretera CA-2 Oriente,16100000.0,prestamos_sector_publico
Guatemala,662,1971,Sector Público,Adquisición de Equipo Esencial para Telecomunicaciones Adquisiciones de Equipo de Iluminación Sistema de Alarma Sistema Contra Incendios y Correo Neumático,1150000.0,prestamos_sector_publico
Guatemala,663,1999,Sector Público,Programa de Reconstrucción de la Red Vial de la Franja del Río Polochiv,2500000.0,prestamos_sector_publico
Guatemala,664,1998,Sector Público,Proyecto Desarrollo Rural de Comunidades Chortí,1000000.0,prestamos_sector_publico
El Salvador,665,1990,Sector Público,Proyecto Alumbrado Público del Area Metropolitana de San Salvador,2800000.0,prestamos_sector_publico
Honduras,666,1994,Sector Público,Proyecto Rehabilitación de las Turbinas de Gas de Miraflores en Tegucigalpa y la Puerta en San Pedro Sula,6200000.0,prestamos_sector_publico
Nicaragua,667,1965,Sector Público,Financiar Préstamos a Grupos Familiares para Compra o Construcción de Viviendas Elegibles en Todo el País.,2000000.0,prestamos_sector_publico
El Salvador,668,2008,Sector Público,Línea de crédito - Compra de Letras del Tesoro Público (LETES),100000000.0,prestamos_sector_publico
Guatemala,669,1971,Sector Público,Financiamiento Parcial de la Construcción de la Carretera el Rancho Cobán en sus Distintos Tramos,1400000.0,prestamos_sector_publico
Honduras,670,1977,Sector Público,Construcción y Supervisión de Edificios para la Primera Etapa del Proyecto de la Zona Libre de Exportación de Puerto Cortés,2000000.0,prestamos_sector_publico
Nicaragua,671,1977,Sector Público,Financiar las Obras Civiles Equipos y Supervisión Necesarios para Extender el Área de la Pista de Aterrizaje y de las Rampas y Ampliar las Áreas para el Servicio de Pasajeros del Aeropuerto las Mercedes en Managua,6000000.0,prestamos_sector_publico
Guatemala,672,1997,Sector Público,Proyecto  Señalización y Seguridad Vial,13700000.0,prestamos_sector_publico
Honduras,673,2001,Sector Público,Proyecto Reconstrucción de las Economías Familiares y Empresas del Sector Social de Honduras Fase II (PREFESS-II),500000.0,prestamos_sector_publico
Nicaragua,674,1993,Sector Público,LC - Banco Central de Nicaragua,3000000.0,prestamos_sector_publico
Honduras,675,2005,Sector Público,Proyecto Mercado Perisur,7600000.0,prestamos_sector_publico
Honduras,676,1991,Sector Público,Proyecto de Rehabilitación y Mejoramiento de los Tramos de Carretera  Tegucigalpa - Danlí las Manos  Choluteca - Guasaule y Tela - La Ceiba,500000.0,prestamos_sector_publico
Guatemala,677,1967,Sector Público,Construcción de la Carretera Padre Miguel - Anguiatú (CA12),2433000.0,prestamos_sector_publico
Honduras,678,1981,Sector Público,Financiar Complementariamente los Costos del Complejo Arqueológico y Turístico de Copán,2300000.0,prestamos_sector_publico
Honduras,679,1970,Sector Público,Estudios Finales de Ingeniería de la Carretera Gracias - La Esperanza - Marcala (CA11A) con una Extensión Aproximada de 116 Kilómetros,200000.0,prestamos_sector_publico
Honduras,680,1981,Sector Público,Compra de Hipotecas Y/o Titulos Hipotecarios Conforme a las Politicas del Programa de Vivienda del Banco Vigentes a la Fecha de cada Desembolso.,4000000.0,prestamos_sector_publico
El Salvador,681,1968,Sector Público,Construcción de un Tramo de Carretera de Dos Vías Pavimentadas con Reserva para Expansión Futura que se Localiza Entre Km 35 al Portezuelo en el Occidente de El Salvador,4600000.0,prestamos_sector_publico
Guatemala,682,1971,Sector Público,Instalación de Plantas Terminales para el Almacenamiento de Granos y Estaciones de Compra para el Programa Nacional de Silos y Centros de Compra de Guatemala,4208000.0,prestamos_sector_publico
Honduras,683,1965,Sector Público,Parte Final de los Estudios de Factibilidad Sobre la Planta Siderúrgica,153690.0,prestamos_sector_publico
Honduras,684,1978,Sector Público,Urbanización de los Terrenos y Construcción de las Unidades Habitacionales en el Proyecto Lomas del Pedregal en la Ciudad de Tegucigalpa.,400000.0,prestamos_sector_publico
Honduras,685,2014,Sector Público,Esquema para el Apoyo de Proyectos Productivos del Sector Público y Privado Mediante la Conversión de Deuda Interna de Corto Plazo a Deuda Externa de Largo Plazo,120000000.0,prestamos_sector_publico
Guatemala,686,1991,Sector Público,Atender la Situación Temporal de Iliquidez de la Sieca.,900000.0,prestamos_sector_publico
Nicaragua,687,2021,Sector Público,Proyecto Apoyo para la Implementación del Plan de Despliegue de Vacunación y Atención de la COVID-19,100000000.0,prestamos_sector_publico
Honduras,688,1975,Sector Público,Proyecto de Construcción de un Dique y Obras Conexas para Desviar Aguas del Río Lindo Dentro de la Tercera Etapa del Proyecto Hidroeléctrico Yojoarío Lindo,169000.0,prestamos_sector_publico
Panamá,689,2016,Sector Público,Programa de Saneamiento de los Distritos de Arraiján y La Chorrera,100000000.0,prestamos_sector_publico
Guatemala,690,1965,Sector Público,LC - Crédito Hipotecario Nacional para Financiamiento de vivienda de tipo medio,437000.0,prestamos_sector_publico
El Salvador,691,1979,Sector Público,Construcción de la Carretera Kilómetro 52 (Litoral la Herradura) Playa Costa del Sol,5600000.0,prestamos_sector_publico
Honduras,692,1975,Sector Público,Estudios Finales de los Tramos Tegucigalpa - Jícaro Galán Tegucigalpa - Río del Hombre y Potrerillos - Puerto Cortés de Ruta CA5,300000.0,prestamos_sector_publico
El Salvador,693,2008,Sector Público,Línea de crédito - Compra de Letras del Tesoro Público (LETES),50000000.0,prestamos_sector_publico
Honduras,694,1973,Sector Público,Proyectos de Reconstrucción y Ampliación de los Sistemas de distribución de Energía Eléctrica,2850000.0,prestamos_sector_publico
Guatemala,695,1989,Sector Público,Participación por Parte del Prestatario en el Programa de Rehabilitación de la Pequeña y Mediana Industria.,1000000.0,prestamos_sector_publico
Honduras,696,1981,Sector Público,Complementar el Costo Total Estimado del Proyecto de Carretera la Ceibita - Santa Barbara - desvio a San Nicolas,8700000.0,prestamos_sector_publico
Honduras,697,2001,Sector Público,Proyecto Programa Nacional de Electrificación Social Etapa Esn98 Segunda Fase,2625000.0,prestamos_sector_publico
El Salvador,698,2013,Sector Público,Incremento LGC - Banco Hipotecario de El Salvador,7500000.0,prestamos_sector_publico
Nicaragua,699,1977,Sector Público,Adquisición de una Grúa con sus Accesorios y Repuestos para el Manejo de Contenedores en el Puerto de Corinto con una Capacidad Aproximada de 40 Toneladas Métricas,2500000.0,prestamos_sector_publico
Nicaragua,700,1980,Sector Público,Proyecto de Viviendas y Lotes Urbanizados de Interés Social en el Lugar Denominado Batahola en la Ciudad de Managua,4000000.0,prestamos_sector_publico
Guatemala,701,2022,Sector Público,Programa de Apoyo a Inversiones en el Sector Vial,170000000.0,prestamos_sector_publico
Honduras,702,1991,Sector Público,LC - Banco Central de Honduras,3000000.0,prestamos_sector_publico
Nicaragua,703,1975,Sector Público,Proyecto de Expansión del Puerto de Corinto Consistente en la Constucción de un Muelle de Carga Líquida y Dragado de Canales,7800000.0,prestamos_sector_publico
Guatemala,704,2003,Sector Público,Proyecto Ampliación Mejoramiento y Modernización del Equipamiento de las Redes de Observación Sismológica Meteorológica e Hidrológica,12500000.0,prestamos_sector_publico
Honduras,705,2011,Sector Público,Proyecto Carretera Villa San Antonio-Goascorán  Secciones IA Y IB,49136000.0,prestamos_sector_publico
Honduras,706,1974,Sector Público,Adquisición de Bienes y Servicios para la Reconstrucción de la Vía Férrea Adquisición e Instalación de de un Nuevo Sistema de Telecomunicaciones y Adquisición de Vehiculos todo Dentro del Programa de Reconstrucción del Prestatario,1650000.0,prestamos_sector_publico
Guatemala,707,1969,Sector Público,Proyecto de la Arteria Regional de Telecomunicaciones en la Parte que Corresponde a la República de Guatemala,2700000.0,prestamos_sector_publico
Guatemala,708,1964,Sector Público,Estudio Técnicoeconómico que Sobre el Proyecto de Construcción Y/o Ampliación de Instalaciones de Almacenamiento de Granos,20000.0,prestamos_sector_publico
Honduras,709,1988,Sector Público,Rehabilitación de la Carretera CA-5 Norte  Tramo  Río del Hombre - El Caracol  Sección V Taulabé - La Guama,5000000.0,prestamos_sector_publico
Honduras,710,2015,Sector Público,Proyecto Rehabilitación de los Tramos Carreteros La Entrada-Copán Ruinas-El Florido y La Entrada-Santa Rosa de Copán,6800000.0,prestamos_sector_publico
El Salvador,711,2024,Sector Público,Incremento de LCR para Entidades Públicas Descentralizadas No. 2310 a cargo de FOVIAL,150000000.0,prestamos_sector_publico
Honduras,712,1975,Sector Público,Costo de Servicios de Consultoría Adicionales para Completar la Elaboración de los Estudios de Factibilidad Técnica y Económica Diseño de Planos Finales y Asistenia Técnica de los Proyectos de Tela (Tornasal) Roatán y Copán Ruinas,60000.0,prestamos_sector_publico
Guatemala,713,2016,Sector Público,Programa de Inversión y Modernización para el Sector Justicia,300000000.0,prestamos_sector_publico
Honduras,714,1975,Sector Público,Financiar Servicios de Consultoría para la Actualización del Estudio de Factibilidad Diseño y Preparación de Documentos de Licitación del Proyecto Hidroeléctrico el Cajón,3800000.0,prestamos_sector_publico
El Salvador,715,1994,Sector Público,Restauracion de la Infraestructura Fisica de la Universidad de El Salvador,475000.0,prestamos_sector_publico
Honduras,716,1970,Sector Público,Fondos Destinados Exclusivamente a Cubrir los Costos de Construcción Pavimentación y Supervisión de las Obras Adicionales de la Carreteras Entre la Ciudad de Nueva  Ocotepeque y la Frontera con Gautemala (Ca10),1000000.0,prestamos_sector_publico
Honduras,717,1987,Sector Público,Adquisicón Instalación e Interconexión de una Central de Conmutación Internacional Digital,3613300.0,prestamos_sector_publico
El Salvador,718,1994,Sector Público,LC - Banco Central de Reserva de El Salvador,3000000.0,prestamos_sector_publico
Guatemala,719,1993,Sector Público,Proyecto Ampliación y Mejoramiento de la Ruta CA-9 Sur Tramo Palín - Escuintla,50000000.0,prestamos_sector_publico
Nicaragua,720,1977,Sector Público,Financiamiento de Obras y Equipos Necesarios para Pequeños Proyectos de Riego Localizados en Distintas Zonas del Territorio Nicaraguense.,4150000.0,prestamos_sector_publico
Guatemala,721,1990,Sector Público,Instalación de una Planta Piloto Boca de Pozo con Descarga en la Atmosfera para la Termoelectrificación,5300000.0,prestamos_sector_publico
Honduras,722,1964,Sector Público,Financiar los Estudios de Revaluación de la Materia Primala Plaga del Gorgojo de Mercado para una Planta de Pulpa y Papel en la Zona de Guatemala Departamento de Olancho,594000.0,prestamos_sector_publico
Honduras,723,1978,Sector Público,Completar el Construcción y Supervisión de la Carretera la Ceibajutiapaplanessabá Incluyendo el Puente Sobre el Río Agúan Proyecto Ubicado en los Departamentos de Atlántida y Colón,2400000.0,prestamos_sector_publico
Guatemala,724,1999,Sector Público,Proyecto de Apoyo al Programa de Vivienda,24000000.0,prestamos_sector_publico
El Salvador,725,2014,Sector Público,Proyecto de Construcción  Equipamiento y Modernización de las Oficinas Centrales de la Fiscalía General de la República de El Salvador,44887500.0,prestamos_sector_publico
Honduras,726,2003,Sector Público,Proyecto Rehabilitación y Construcción de la Carretera a Puerto Cortés-Frontera con Guatemala (CA-13) Sección II,22500000.0,prestamos_sector_publico
Nicaragua,727,1972,Sector Público,Preparación de Dibujos Planos Finales y Documentos de Licitación para la Instalación de una Planta Termoeléctrica de Dos Unidades de Generación en la Costa del Pacífico de Nicaragua,637000.0,prestamos_sector_publico
Guatemala,728,1993,Sector Público,LC - Instituto Centroamericano de Investigación y Tecnología Industrial,800000.0,prestamos_sector_publico
Guatemala,729,1990,Sector Público,LC - Banco de Guatemala,3000000.0,prestamos_sector_publico
Honduras,730,1977,Sector Público,Construcción de un Puente Sobre el Río Aguán Incluyendo las Aproximaciones Correspondientes Localizado en la Ruta CA13 Cerca de la Población de Sabá Departamento de Colón de la República de Honduras,1200000.0,prestamos_sector_publico
Nicaragua,731,1980,Sector Público,Financiar Proyectos de Riego Individual con el Objeto de Fomentar la Producción de Granos Básicos Hortalizas Frutales Platanos y Pastos.,5500000.0,prestamos_sector_publico
Guatemala,732,1998,Sector Público,Programa en Apoyo al Sector Productivo,10000000.0,prestamos_sector_publico
Honduras,733,2008,Sector Público,Proyecto de Desarrollo Sostenible Mejorando la Competitividad en la Economía Rural en Yoro,4006000.0,prestamos_sector_publico
Nicaragua,734,1994,Sector Público,Proyecto Ampliación y Digitalización Atlántico Sur y Región V,11600000.0,prestamos_sector_publico
Honduras,735,2007,Sector Público,Proyecto Rehabilitación de la Carretera Tegucigalpa-Danlí,23000000.0,prestamos_sector_publico
Nicaragua,736,1976,Sector Público,Financiamiento Parcial de Aproximadamente 827 Viviendas Medias Regulares y 456 Viviendas Medias Bajas.,8000000.0,prestamos_sector_publico
Guatemala,737,1973,Sector Público,Institución de Seis Plantas Terminales para el Almacenamiento de Granos y 17 Estaciones de Compra o Silos Rurales,6042000.0,prestamos_sector_publico
Honduras,738,1987,Sector Público,Construcción a Nivel de Subbase del Subtramo de Carretera Desvío a San Nicolás - Portillo - Concepción del Sur de la Ruta de Interconexión CA4/CA5,7270000.0,prestamos_sector_publico
Honduras,739,1972,Sector Público,Construcción de Obras Adicionales de la Carretera Nueva Ocotepeque - frontera con Guatemala,122000.0,prestamos_sector_publico
Honduras,740,1981,Sector Público,Financiar Viviendas Elegibles de los Proyectos Colonia Hato de Enmedio en Tegucigalpa y Colonia el Cid en San Pedro Sula.,2500000.0,prestamos_sector_publico
El Salvador,741,1979,Sector Público,Compra de Hipotecas Elegibles Y/o Especiales de Primer Grado Y/o Títulos Hipotecarios Sobre Viviendas Cuyo Precio de Venta No Exceda de Us$175000.,6450000.0,prestamos_sector_publico
Guatemala,742,1994,Sector Público,LC - Secretaría Permanente del Tratado General de Integración Económica (SIECA),750000.0,prestamos_sector_publico
Honduras,743,1986,Sector Público,Estudio de Factibilidad del Proyecto de Rehabilitación del Tramo de la Carretera CA-5 Entre Río del Hombre y El Caracol,175000.0,prestamos_sector_publico
Honduras,744,1997,Sector Público,Subprograma de Mejoramiento Urbano Fase II (PDM),4900000.0,prestamos_sector_publico
Nicaragua,745,1971,Sector Público,Adquisición por el Prestatario de 384 Acciones de la Compañía Hotelera Nicaraguense S.A.,54857.0,prestamos_sector_publico
Guatemala,746,2001,Sector Público,Proyecto de Desarrollo Integral de las Comunidades Rurales (Dicor Iii),25000000.0,prestamos_sector_publico
República Dominicana,747,2010,Sector Público,Proyecto Autopista del Coral,70000000.0,prestamos_sector_publico
Honduras,748,1981,Sector Público,Compra de Hipotecas Y/o Titulos Hipotecarios Conforme a las Politicas del Programa de Vivienda del Banco Vigentes a la Fecha de cada Desembolso.,4000000.0,prestamos_sector_publico
República Dominicana,749,2023,Sector Público,Plan Nacional de Conectividad y Transformación de Infraestructura Vial de la República Dominicana (PLANACOVIAL) Tramo A,421000000.0,prestamos_sector_publico
Guatemala,750,1990,Sector Público,LC - Banco de Guatemala,18000000.0,prestamos_sector_publico
El Salvador,751,1980,Sector Público,Financiar Complementariamente el Proyecto Abastecimiento de Agua Zona Norte I Etapa de la Ciudad de San Salvador,21600000.0,prestamos_sector_publico
Honduras,752,1981,Sector Público,Proyecto de Vivienda y Urbanización de Interés Social Denominado las Brisas Localizado en San Pedro Sula.,1000000.0,prestamos_sector_publico
El Salvador,753,2010,Sector Público,Cadenas Productivas - Comisión Ejecutiva Portuaria Autónoma (CEPA),700000.0,prestamos_sector_publico
Honduras,754,1983,Sector Público,Construcción del Tramo de Carretera Tegucigalpa - Río del Hombre de 24 Kms de Longitud Aproximadamente de la Carretera CA-5,1500000.0,prestamos_sector_publico
Guatemala,755,1999,Sector Público,Proyecto de Modernización del Cultivo de Café Rehabilitación de Plantaciones de Banano y Fomento del Cultivo de Palma Africana,50000000.0,prestamos_sector_publico
Honduras,756,1986,Sector Público,Construcción de la II Etapa del Aeropuerto de Roatán Islas de la Bahía,3000000.0,prestamos_sector_publico
Honduras,757,2016,Sector Público,Programa Regional de Modernización de Equipamiento para COCESNA,25000000.0,prestamos_sector_publico
Guatemala,758,1969,Sector Público,Financiamiento Parcial de la Construcción de la Carretera el Rancho Cobán en sus Distintos Tramos y al Financiamiento Parcial de la Pavimentación del Ramal Santa Elena Salamá,2300000.0,prestamos_sector_publico
Nicaragua,759,1991,Sector Público,Proyecto Sustitución de la Red Regional Digital de Centroamérica Sección Correspondiente a la República de Nicaragua,9400000.0,prestamos_sector_publico
Panamá,760,2019,Sector Público,Incremento LGC - Banco Internacional de Costa Rica  S.A. (BICSA),34000000.0,prestamos_sector_publico
Honduras,761,1966,Sector Público,Financiar los Estudios de Factibilidad Técnicoeconómica del Programa de Desarrollo Ganadero y el Programa de Fomento Porcino,67500.0,prestamos_sector_publico
Honduras,762,1995,Sector Público,Proyecto Desarrollo Integral de la Mujer en Municipios del Sur de Francisco Morazan Norte de Valle y Choluteca II,1500000.0,prestamos_sector_publico
República Dominicana,763,2022,Sector Público,Programa Temporal de Apoyo ante la Crisis de los Combustibles,200000000.0,prestamos_sector_publico
Honduras,764,2004,Sector Público,Proyecto Fomento de Empresas Autogestionarias para Mujeres en la Zona Rural,3610000.0,prestamos_sector_publico
Honduras,765,2015,Sector Público,Proyecto Rehabilitación de los Tramos Carreteros La Entrada-Copán Ruinas-El Florido y La Entrada-Santa Rosa de Copán,50000000.0,prestamos_sector_publico
Honduras,766,1977,Sector Público,Proyecto de Agalteca Consistente en la Instalación de una Planta Siderúrgica para Convertir Mineral de Hierro en Acero,100000.0,prestamos_sector_publico
Guatemala,767,1972,Sector Público,Construcción de los Tramos de la Interconexión de la Ruta CA9 Entre la Avenida Elena y Ciudad Universitaria,5500000.0,prestamos_sector_publico
Guatemala,768,1974,Sector Público,Completar el Construcción de los Tramos de la Interconexión de la Ruta CA9 Entre la Avenida Elena y Ciudad Universitaria con una Longitud Total Aproximada de 11 Kilometros de Vía Expresa,700000.0,prestamos_sector_publico
Honduras,769,1993,Sector Público,Proyecto Mejoramiento y Ampliación del Sistema de Radioayudas a la Navegación Aérea,21900000.0,prestamos_sector_publico
Nicaragua,770,1974,Sector Público,Construcción de Primera Etapa de la Instalación de un Mercado de Mayoreo en la Ciudad de Managua,4527000.0,prestamos_sector_publico
Guatemala,771,1997,Sector Público,Proyecto Construcción y Pavimentación de 21 Km. de la Carretera CA-13 Tramo entre Ríos-Suyapa Frontera con Honduras,17000000.0,prestamos_sector_publico
Honduras,772,1979,Sector Público,Costo de Materiales y Equipos para la Ampliación y Construcción de Subestaciones de Energía Eléctrica del Sistema Interconectado del Prestatario,1480000.0,prestamos_sector_publico
Honduras,773,1965,Sector Público,Estudios Preliminares de Ingeniería y Factibilidad Económica Relacionados con el Aprovechamiento de las Aguas del Río Choluteca para los Fines del Establecimiento de Dos Distritos de Riego,240000.0,prestamos_sector_publico
Honduras,774,1977,Sector Público,Construcción y Supervisión de las Obras para el Inerconector de las Rutas Regionales CA5 y CA6 en la Ciudad de Tegucigalpa,5750000.0,prestamos_sector_publico
El Salvador,775,2000,Sector Público,Programa de Desarrollo Local FISDL/BCIE,30000000.0,prestamos_sector_publico
Honduras,776,1989,Sector Público,LC - Banco Central de Honduras,2000000.0,prestamos_sector_publico
Honduras,777,1992,Sector Público,LC - Banco central de Honduras,3000000.0,prestamos_sector_publico
El Salvador,778,2012,Sector Público,Programa de Desarrollo y Sostenimiento Aéreo y Marítimo Portuario,92161825.0,prestamos_sector_publico
Guatemala,779,2000,Sector Público,Proyecto Dotación de Techo - Piso para el Área Rural de la República de Guatemala,2500000.0,prestamos_sector_publico
Nicaragua,780,1983,Sector Público,Proyecto Carretero Managua - León  León Chinandega - Corinto - Managua - Monte Fresco - las Conchitas y Sebaco - Matagalpa - Jinotega,380000.0,prestamos_sector_publico
Guatemala,781,1998,Sector Público,Proyecto Suministro de Radar Primario y Secundario Monopul,12450000.0,prestamos_sector_publico
Honduras,782,1991,Sector Público,Proyecto Ruta Alterna Regional Honduras - Guatemala y Derivaciones Nacionales,9020000.0,prestamos_sector_publico
Honduras,783,1987,Sector Público,Construcción a Nivel de Pavimento del Subtramo de Carretera Desvío a San Nicolás - Pito Solo de la Ruta de Interconexión CA4/CA5,10130000.0,prestamos_sector_publico
Honduras,784,1963,Sector Público,Completar los Estudios Definitivos de la Carretera CA13 (Danli - las Manos),60000.0,prestamos_sector_publico
Guatemala,785,1976,Sector Público,Proyecto de Reconstrucción de Drenajes y Rehabilitación de Vías Urbanas en la Ciudad de Guatemala,2720000.0,prestamos_sector_publico
Honduras,786,2012,Sector Público,Proyecto Modernización y Equipamiento para Observación Medioambiental y de Protección Civil (Fase II),26100000.0,prestamos_sector_publico
Nicaragua,787,1972,Sector Público,Instalación de una Planta Termoeléctrica de Dos Unidades con una Capacidad de Generación de Aproximadamente 100 Mw Lineas de Transmision Incluyendo las Necesarias para la Interconexión Eléctrica con el Sistema de Honduras,6100000.0,prestamos_sector_publico
Honduras,788,1965,Sector Público,Adquisición de Equipo Electrónico Gastos de Instalación del Equipo Capital de Trabajo e Imprevistos,50000.0,prestamos_sector_publico
Guatemala,789,1998,Sector Público,Programa de Desarrollo Integral en Areas con Potencial de Riego y Drenaje,40000000.0,prestamos_sector_publico
Honduras,790,1991,Sector Público,LC - Banco Central de Honduras,1000000.0,prestamos_sector_publico
Nicaragua,791,1991,Sector Público,Proyecto Rehabilitación del Sistema de Transmisión Eléctrica de la República de Nicaragua,9800000.0,prestamos_sector_publico
Guatemala,792,1999,Sector Público,Proyecto Modernización del Instituto Geográfico Nacional Ing Alfredo Obiols Gómez,5930200.0,prestamos_sector_publico
Honduras,793,2024,Sector Público,Proyecto de Construcción de la Presa Multipropósito El Tablón  Etapa I,300000000.0,prestamos_sector_publico
Nicaragua,794,2008,Sector Público,Préstamo - Proyecto de Apoyo para la Inserción de los Pequeños Productores en las Cadenas de Valor y Acceso a Mercados (PROCAVAL),2000000.0,prestamos_sector_publico
Nicaragua,795,1967,Sector Público,Financiamiento Parcial de la Pavimentación de la Carretera San Benito - Rama,2200000.0,prestamos_sector_publico
Nicaragua,796,1992,Sector Público,Adquisición de Bienes y Servicios Relacionados con la Ejecución del Proyecto Rehabilitación de la Zona Franca Industrial las Mercedes,7100000.0,prestamos_sector_publico
Guatemala,797,1975,Sector Público,LC - Secretaría Permanente del Tratado General de Integración Económica Centroamericana,500000.0,prestamos_sector_publico
Honduras,798,1989,Sector Público,Participación por Parte del Prestatario en el Programa de Rehabilitación de la Pequeña y Mediana Industria.,1000000.0,prestamos_sector_publico
Honduras,799,1978,Sector Público,Financiar Reconstrucción del Tramo de la Ruta CA5 Entre Tegucigalpa y Jícaro Galán,9500000.0,prestamos_sector_publico
Honduras,800,1995,Sector Público,Proyecto II Etapa del Programa del Fondo Hondureño de Inversión Social,5000000.0,prestamos_sector_publico
El Salvador,801,1988,Sector Público,Financiar Complementariamente la Construcción de la Carretera Km 52 (Litoral - La Herradura - Playa Costa del Sol),3500000.0,prestamos_sector_publico
Guatemala,802,1995,Sector Público,Programa de Saneamiento Básico Rural I,1000000.0,prestamos_sector_publico
Honduras,803,1988,Sector Público,Rehabilitación de la Carretera CA-5 Norte  Tramo  Río del Hombre - El Caracol  Sección  VI la Guama - El Caracol,5200000.0,prestamos_sector_publico
Honduras,804,2011,Sector Público,Programa de Desarrollo Rural Sostenible para la Región Sur,10000000.0,prestamos_sector_publico
Nicaragua,805,1971,Sector Público,Adquisición por el Prestatario de 6120 Acciones de Textiles Fabricato de Nicaragua S.A.,87429.0,prestamos_sector_publico
Guatemala,806,2018,Sector Público,Programa de Inversión en Infraestructura y Equipamiento Hospitalario,193200000.0,prestamos_sector_publico
Honduras,807,1982,Sector Público,Proyecto de Desarrollo Rural Integrado de Santa Bárbara (Prodesba),5600000.0,prestamos_sector_publico
Guatemala,808,2011,Sector Público,Rehabilitación de la Ruta Existente y Ampliación a Cuatro Carriles de la Ruta CA2 Occidente,119400000.0,prestamos_sector_publico
El Salvador,809,1987,Sector Público,LC - Banco Central de Reserva de El Salvador,5000000.0,prestamos_sector_publico
Honduras,810,2023,Sector Público,Programa de Carreteras Resilientes de Honduras (PCR),606988111.14,prestamos_sector_publico
El Salvador,811,2017,Sector Público,Programa Integral de Asentamientos Humanos  Productivos y Sostenibles a Nivel Nacional (PIAHPS).,70000000.0,prestamos_sector_publico
Honduras,812,1987,Sector Público,LC - Banco Central de Honduras,2500000.0,prestamos_sector_publico
Guatemala,813,2012,Sector Público,Rehabilitación de la Ruta Existente y Ampliación a Cuatro Carriles de la Ruta CA-2 Oriente,280000000.0,prestamos_sector_publico
Honduras,814,1993,Sector Público,Ejecución del Proyecto Almacén Frigorífico Polivalente y Politermo en Puerto Cortés,11750000.0,prestamos_sector_publico
Honduras,815,2020,Sector Público,Programa para la Reactivación Económica a través de la MIPYME en la Crisis y Post Crisis COVID-19 en Honduras,225000000.0,prestamos_sector_publico
Guatemala,816,1984,Sector Público,Proyecto de Emergencia de Abastecimiento de Agua para la Ciudad de Guatemala,1200000.0,prestamos_sector_publico
Nicaragua,817,2011,Sector Público,Programa de Vivienda y Mejoramiento Integral del Hábitat en Nicaragua (PROHABITAT),9000000.0,prestamos_sector_publico
Honduras,818,1972,Sector Público,Construcción de la Carretera Tela - La Ceiba,703000.0,prestamos_sector_publico
Honduras,819,2000,Sector Público,Proyecto Fondo Nacional de Desarrollo Rural Sostenible (FONADERS),1500000.0,prestamos_sector_publico
Honduras,820,2024,Sector Público,Programa de Recuperación Sostenible del Lago de Yojoa,80000000.0,prestamos_sector_publico
Nicaragua,821,2009,Sector Público,Rehabilitación y Modernización de las Plantas Hidroeléctricas Centroamérica y Santa Bárbara,25400000.0,prestamos_sector_publico
Honduras,822,1988,Sector Público,Proyecto Educación y Trabajo Consistente en la Construcción Equipamiento y Operación de Sesenta Talleres de Aprendizaje en Escuelas Localizadas en Barrios Marginales de Tegucigalpa,2600000.0,prestamos_sector_publico
Guatemala,823,1991,Sector Público,Proyecto Sustitución de la Red Regional Digital de Centroamérica Sección Correspondiente a la República de Guatemala,4300000.0,prestamos_sector_publico
Guatemala,824,1977,Sector Público,LC - Instituto Centroamericano de Investigación y Tecnología Industrial,280000.0,prestamos_sector_publico
Honduras,825,2010,Sector Público,Programa Multisectorial de Emergencia  Fortalecimiento Fiscal y Equidad Social ,280000000.0,prestamos_sector_publico
Nicaragua,826,1976,Sector Público,Proyecto Parque Industrial de Jinotepe,2800000.0,prestamos_sector_publico
Honduras,827,1968,Sector Público,Financiamiento Total de la Construcción de la Carretera Choluteca - Frontera con Nicaragua (CA3),2200000.0,prestamos_sector_publico
Honduras,828,1992,Sector Público,LC - Banco central de Honduras,1000000.0,prestamos_sector_publico
Honduras,829,1978,Sector Público,Preparación del Diseño Final y Documentos de Licitación  del Proyecto Hidroeléctrico el Níspero en el Departamento de Santa Bárbara,600000.0,prestamos_sector_publico
Honduras,830,1979,Sector Público,Financiar Complementariamente los Costos del Complejo Arqueológico y Turístico de Copán en el Departamento de Copán,1750000.0,prestamos_sector_publico
El Salvador,831,2018,Sector Público,Incremento LC - Banco Central de Reserva de El Salvador (BCR),100000000.0,prestamos_sector_publico
Honduras,832,2019,Sector Público,Proyecto de Modernización del Documento de Identificación en Honduras (Identifícate),63586952.0,prestamos_sector_publico
