_id,anio_aprobacion,cantidad,cantidad_aprobaciones,fondo,modalidad,monto_bruto_usd,origen,pais,producto,sector_institucional,socio
488,1978,,3.0,,,1400000.0,prestamos,Nicaragua,,Sector Privado,Fundador
489,2010,,9.0,,,6325000.0,prestamos,El Salvador,,Sector Privado,Fundador
490,2016,,1.0,,,150000000.0,prestamos,México,,Sector Público,Extraregional
491,1998,,13.0,,,63237300.0,prestamos,Guatemala,,Sector Privado,Fundador
492,1997,,6.0,,,177159773.0,prestamos,Guatemala,,Sector Público,Fundador
493,2018,,4.0,,,660000000.0,prestamos,Panamá,,Sector Público,Regional No Fundador
494,2019,,1.0,,,60000000.0,prestamos,Guatemala,,Sector Privado,Fundador
495,2007,,2.0,,,75500000.0,prestamos,Honduras,,Sector Público,Fundador
496,2022,,1.0,,,200000000.0,prestamos,Nicaragua,,Sector Público,Fundador
497,2017,,2.0,,,236834740.0,prestamos,Honduras,,Sector Público,Fundador
498,2014,,2.0,,,122044117.73,prestamos,Honduras,,Sector Público,Fundador
499,1975,,10.0,,,21890000.0,prestamos,Nicaragua,,Sector Privado,Fundador
500,1978,,7.0,,,28471000.0,prestamos,Nicaragua,,Sector Público,Fundador
501,2010,,4.0,,,126540000.0,prestamos,El Salvador,,Sector Público,Fundador
502,1993,,2.0,,,1500000.0,prestamos,Nicaragua,,Sector Privado,Fundador
503,1998,,9.0,,,314750000.0,prestamos,Guatemala,,Sector Público,Fundador
504,2005,,11.0,,,105095000.0,prestamos,Guatemala,,Sector Privado,Fundador
505,2020,,2.0,,,400000000.0,prestamos,Panamá,,Sector Público,Regional No Fundador
506,2019,,1.0,,,285700000.0,prestamos,Guatemala,,Sector Público,Fundador
507,2001,,8.0,,,19350000.0,prestamos,Nicaragua,,Sector Privado,Fundador
508,2022,,2.0,,,85000000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
509,1964,,6.0,,,1317700.0,prestamos,Nicaragua,,Sector Privado,Fundador
510,2002,,18.0,,,50043635.74,prestamos,Nicaragua,,Sector Privado,Fundador
511,1975,,8.0,,,17184000.0,prestamos,Nicaragua,,Sector Público,Fundador
512,1980,,16.0,,,65285000.0,prestamos,Nicaragua,,Sector Público,Fundador
513,1970,,7.0,,,2507184.0,prestamos,Guatemala,,Sector Privado,Fundador
514,1993,,8.0,,,66265800.0,prestamos,Nicaragua,,Sector Público,Fundador
515,2006,,28.0,,,377049000.0,prestamos,Guatemala,,Sector Privado,Fundador
516,2005,,3.0,,,558270000.0,prestamos,Guatemala,,Sector Público,Fundador
517,2018,,2.0,,,154000000.0,prestamos,República Dominicana,,Sector Privado,Regional No Fundador
518,1966,,7.0,,,2200000.0,prestamos,Honduras,,Sector Privado,Fundador
519,2007,,18.0,,,199125700.0,prestamos,Nicaragua,,Sector Privado,Fundador
520,2022,,1.0,,,145000000.0,prestamos,Panamá,,Sector Público,Regional No Fundador
521,1964,,3.0,,,10052458.0,prestamos,Nicaragua,,Sector Público,Fundador
522,2002,,4.0,,,29138311.95,prestamos,Nicaragua,,Sector Público,Fundador
523,2009,,9.0,,,21300000.0,prestamos,Nicaragua,,Sector Privado,Fundador
524,1970,,1.0,,,150000.0,prestamos,Guatemala,,Sector Público,Fundador
525,2016,,6.0,,,379786817.2,prestamos,Nicaragua,,Sector Público,Fundador
526,1962,,3.0,,,445000.0,prestamos,Honduras,,Sector Privado,Fundador
527,1979,,6.0,,,10475600.0,prestamos,Honduras,,Sector Privado,Fundador
528,2020,,1.0,,,30000000.0,prestamos,República Dominicana,,Sector Público,Regional No Fundador
529,1966,,6.0,,,11794500.0,prestamos,Honduras,,Sector Público,Fundador
530,2007,,5.0,,,84769347.0,prestamos,Nicaragua,,Sector Público,Fundador
531,2022,,4.0,,,580000000.0,prestamos,República Dominicana,,Sector Público,Regional No Fundador
532,2017,,1.0,,,10000000.0,prestamos,Nicaragua,,Sector Privado,Fundador
533,2014,,4.0,,,333883194.0,prestamos,Nicaragua,,Sector Público,Fundador
534,2009,,4.0,,,299987137.88,prestamos,Nicaragua,,Sector Público,Fundador
535,1972,,8.0,,,5580370.0,prestamos,Guatemala,,Sector Privado,Fundador
536,2016,,2.0,,,156000000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
537,1962,,1.0,,,120000.0,prestamos,Honduras,,Sector Público,Fundador
538,1979,,8.0,,,39655000.0,prestamos,Honduras,,Sector Público,Fundador
539,2004,,11.0,,,79846537.0,prestamos,Honduras,,Sector Privado,Fundador
540,2007,,2.0,,,97033333.33,prestamos,Panamá,,Sector Privado,Regional No Fundador
541,2017,,4.0,,,468774000.0,prestamos,Nicaragua,,Sector Público,Fundador
542,2014,,1.0,,,30000000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
543,2009,,1.0,,,20000000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
544,1972,,2.0,,,9500000.0,prestamos,Guatemala,,Sector Público,Fundador
545,2016,,1.0,,,100000000.0,prestamos,Panamá,,Sector Público,Regional No Fundador
546,1976,,7.0,,,3215000.0,prestamos,Honduras,,Sector Privado,Fundador
547,1997,,12.0,,,37947000.0,prestamos,Honduras,,Sector Privado,Fundador
548,2004,,4.0,,,117830000.0,prestamos,Honduras,,Sector Público,Fundador
549,2007,,1.0,,,19000000.0,prestamos,Panamá,,Sector Público,Regional No Fundador
550,2017,,1.0,,,20000000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
551,2010,,4.0,,,71415000.0,prestamos,Guatemala,,Sector Privado,Fundador
552,2016,,1.0,,,100000000.0,prestamos,República Dominicana,,Sector Público,Regional No Fundador
553,1976,,6.0,,,21441200.0,prestamos,Honduras,,Sector Público,Fundador
554,1997,,1.0,,,4900000.0,prestamos,Honduras,,Sector Público,Fundador
555,2019,,1.0,,,25000000.0,prestamos,Honduras,,Sector Privado,Fundador
556,2007,,1.0,,,50000000.0,prestamos,República Dominicana,,Sector Público,Regional No Fundador
557,2017,,2.0,,,170000000.0,prestamos,Panamá,,Sector Público,Regional No Fundador
558,2010,,1.0,,,265000000.0,prestamos,Guatemala,,Sector Público,Fundador
559,1998,,23.0,,,147449550.0,prestamos,Honduras,,Sector Privado,Fundador
560,2005,,12.0,,,79705800.0,prestamos,Honduras,,Sector Privado,Fundador
561,2019,,2.0,,,143586952.0,prestamos,Honduras,,Sector Público,Fundador
562,2017,,1.0,,,249600000.0,prestamos,República Dominicana,,Sector Público,Regional No Fundador
563,2023,,1.0,,,15000000.0,prestamos,Guatemala,,Sector Privado,Fundador
564,1998,,2.0,,,45500000.0,prestamos,Honduras,,Sector Público,Fundador
565,2005,,9.0,,,125272463.49000001,prestamos,Honduras,,Sector Público,Fundador
566,1966,,5.0,,,6725000.0,prestamos,Nicaragua,,Sector Privado,Fundador
567,1970,,19.0,,,11407500.0,prestamos,Honduras,,Sector Privado,Fundador
568,2006,,14.0,,,113327000.0,prestamos,Honduras,,Sector Privado,Fundador
569,1979,,6.0,,,11050000.0,prestamos,Nicaragua,,Sector Privado,Fundador
570,1966,,3.0,,,2722240.0,prestamos,Nicaragua,,Sector Público,Fundador
571,1970,,5.0,,,8114500.0,prestamos,Honduras,,Sector Público,Fundador
572,2006,,2.0,,,125300000.05000001,prestamos,Honduras,,Sector Público,Fundador
573,1979,,2.0,,,2750000.0,prestamos,Nicaragua,,Sector Público,Fundador
574,2004,,17.0,,,24482000.0,prestamos,Nicaragua,,Sector Privado,Fundador
575,1972,,13.0,,,3962000.0,prestamos,Honduras,,Sector Privado,Fundador
576,1962,,1.0,,,937200.0,prestamos,Nicaragua,,Sector Privado,Fundador
577,1997,,3.0,,,7500000.0,prestamos,Nicaragua,,Sector Privado,Fundador
578,2004,,3.0,,,11025000.0,prestamos,Nicaragua,,Sector Público,Fundador
579,1972,,8.0,,,2680300.0,prestamos,Honduras,,Sector Público,Fundador
580,1976,,1.0,,,980000.0,prestamos,Nicaragua,,Sector Privado,Fundador
581,2005,,16.0,,,60775872.66,prestamos,Nicaragua,,Sector Privado,Fundador
582,2019,,2.0,,,70800000.0,prestamos,Nicaragua,,Sector Privado,Fundador
583,2010,,7.0,,,118182669.0,prestamos,Honduras,,Sector Privado,Fundador
584,1976,,5.0,,,21360000.0,prestamos,Nicaragua,,Sector Público,Fundador
585,2005,,6.0,,,49632000.0,prestamos,Nicaragua,,Sector Público,Fundador
586,2019,,2.0,,,585344540.0,prestamos,Nicaragua,,Sector Público,Fundador
587,2010,,3.0,,,356188510.0,prestamos,Honduras,,Sector Público,Fundador
588,1998,,7.0,,,32711300.0,prestamos,Nicaragua,,Sector Privado,Fundador
589,2005,,1.0,,,20000000.0,prestamos,Panamá,,Sector Público,Regional No Fundador
590,2019,,1.0,,,50000000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
591,2023,,1.0,,,20000000.0,prestamos,Honduras,,Sector Privado,Fundador
592,2006,,22.0,,,103330434.0,prestamos,Nicaragua,,Sector Privado,Fundador
593,2019,,2.0,,,134000000.0,prestamos,Panamá,,Sector Público,Regional No Fundador
594,2023,,3.0,,,766988111.14,prestamos,Honduras,,Sector Público,Fundador
595,2006,,3.0,,,196218000.0,prestamos,Nicaragua,,Sector Público,Fundador
596,1970,,6.0,,,842236.0,prestamos,Nicaragua,,Sector Privado,Fundador
597,1970,,6.0,,,9534000.0,prestamos,Nicaragua,,Sector Público,Fundador
598,1972,,8.0,,,3174914.0,prestamos,Nicaragua,,Sector Privado,Fundador
599,1972,,5.0,,,7834300.0,prestamos,Nicaragua,,Sector Público,Fundador
600,2010,,3.0,,,30400000.0,prestamos,Nicaragua,,Sector Privado,Fundador
601,2010,,2.0,,,117826951.0,prestamos,Nicaragua,,Sector Público,Fundador
602,2010,,2.0,,,12790915.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
603,2010,,2.0,,,150000000.0,prestamos,República Dominicana,,Sector Público,Regional No Fundador
604,2023,,3.0,,,908226411.0,prestamos,República Dominicana,,Sector Público,Regional No Fundador
