_id,anio_aprobacion,cantidad,cantidad_aprobaciones,fondo,modalidad,monto_bruto_usd,origen,pais,producto,sector_institucional,socio
188,2019,6.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,371338.9,cooperacion,Honduras,Cooperación Técnica,,Fundador
189,2021,1.0,,Fondos Ordinarios,No Reembolsable,500000.0,cooperacion,Guatemala,Ayuda de Emergencia y por Desastres Naturales,,Fundador
190,2025,1.0,,FCC - Fondo de Preparación de Proyectos de Inversión en Cambio Climático,No Reembolsable,99750.0,cooperacion,República Dominicana,Cooperación Técnica,,Regional No Fundador
191,2021,2.0,,KTF,No Reembolsable,755000.0,cooperacion,Panamá,Cooperación Técnica,,Regional No Fundador
192,2024,1.0,,TCPT - Taiwan CABEI Partnership Trust Fund,No Reembolsable,290000.0,cooperacion,Regional,Cooperación Técnica,,Desconocido
193,2021,2.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,199500.0,cooperacion,Costa Rica,Cooperación Técnica,,Fundador
194,2016,3.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,162420.9,cooperacion,Institucional,Cooperación Técnica,,Desconocido
195,2020,3.0,,Fondos Ordinarios,No Reembolsable,2000000.0,cooperacion,Honduras,Ayuda de Emergencia y por Desastres Naturales,,Fundador
196,2021,3.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,94500.0,cooperacion,Guatemala,Cooperación Técnica,,Fundador
197,2025,2.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,199500.0,cooperacion,República Dominicana,Cooperación Técnica,,Regional No Fundador
198,2022,1.0,,Fondos Ordinarios,No Reembolsable,1000000.0,cooperacion,Panamá,Cooperación de Países Fundadores y Regionales no Fundadores,,Regional No Fundador
199,2025,2.0,,FCC - Fondo de Preparación de Proyectos de Inversión en Cambio Climático,No Reembolsable,172000.0,cooperacion,Regional,Cooperación Técnica,,Desconocido
200,2021,2.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,1020052.5,cooperacion,Costa Rica,Cooperación Técnica,,Fundador
201,2021,1.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,26250.0,cooperacion,Institucional,Cooperación Técnica,,Desconocido
202,2020,1.0,,Fondos Ordinarios,No Reembolsable,1000000.0,cooperacion,Honduras,Cooperación de Países Fundadores y Regionales no Fundadores,,Fundador
203,2021,1.0,,KTF,No Reembolsable,125000.0,cooperacion,Guatemala,Cooperación Técnica,,Fundador
204,2025,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,209576.85,cooperacion,República Dominicana,Cooperación Técnica,,Regional No Fundador
205,2022,1.0,,KTF,No Reembolsable,600000.0,cooperacion,Panamá,Cooperación Técnica,,Regional No Fundador
206,2025,1.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,259241.62,cooperacion,Regional,Cooperación Técnica,,Desconocido
207,2021,3.0,,KTF,No Reembolsable,1425000.0,cooperacion,Costa Rica,Cooperación Técnica,,Fundador
208,2022,2.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,138600.0,cooperacion,Institucional,Cooperación Técnica,,Desconocido
209,2020,8.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,470268.75,cooperacion,Honduras,Cooperación Técnica,,Fundador
210,2022,2.0,,Fondos Ordinarios,No Reembolsable,750000.0,cooperacion,Guatemala,Ayuda de Emergencia y por Desastres Naturales,,Fundador
211,2024,1.0,,Fondos Ordinarios,No Reembolsable,725000.0,cooperacion,Panamá,Iniciativa PRODES,,Regional No Fundador
212,2022,1.0,,Fondos Ordinarios,No Reembolsable,500000.0,cooperacion,Costa Rica,Ayuda de Emergencia y por Desastres Naturales,,Fundador
213,2020,3.0,,KTF,No Reembolsable,508333.33,cooperacion,Honduras,Cooperación Técnica,,Fundador
214,2022,1.0,,Fondos Ordinarios,No Reembolsable,1000000.0,cooperacion,Guatemala,Cooperación de Países Fundadores y Regionales no Fundadores,,Fundador
215,2022,1.0,,Fondos Ordinarios,No Reembolsable,1000000.0,cooperacion,Costa Rica,Cooperación de Países Fundadores y Regionales no Fundadores,,Fundador
216,2021,2.0,,Fondos Ordinarios,No Reembolsable,1000000.0,cooperacion,Honduras,Ayuda de Emergencia y por Desastres Naturales,,Fundador
217,2022,1.0,,FATPIR - Fondo de Asistencia Técnica para Proyectos de Integración Regional,No Reembolsable,130000.0,cooperacion,Guatemala,Cooperación Técnica,,Fundador
218,2022,2.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,147000.0,cooperacion,Costa Rica,Cooperación Técnica,,Fundador
219,2021,1.0,,FATPIR - Fondo de Asistencia Técnica para Proyectos de Integración Regional,No Reembolsable,550000.0,cooperacion,Honduras,Cooperación Técnica,,Fundador
220,2022,3.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,244650.0,cooperacion,Guatemala,Cooperación Técnica,,Fundador
221,2022,2.0,,KTF,No Reembolsable,1120000.0,cooperacion,Costa Rica,Cooperación Técnica,,Fundador
222,2021,6.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,238980.0,cooperacion,Honduras,Cooperación Técnica,,Fundador
223,2023,1.0,,FCC - Fondo de Preparación de Proyectos de Inversión en Cambio Climático,No Reembolsable,650000.0,cooperacion,Guatemala,Cooperación Técnica,,Fundador
224,2023,2.0,,FCC - Fondo de Preparación de Proyectos de Inversión en Cambio Climático,No Reembolsable,200000.0,cooperacion,Costa Rica,Cooperación Técnica,,Fundador
225,2021,3.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,7382734.79,cooperacion,Honduras,Cooperación Técnica,,Fundador
226,2024,3.0,,Fondos Ordinarios,No Reembolsable,1178848.0,cooperacion,Guatemala,Ayuda de Emergencia y por Desastres Naturales,,Fundador
227,2023,1.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,99750.0,cooperacion,Costa Rica,Cooperación Técnica,,Fundador
228,2021,2.0,,KTF,No Reembolsable,225000.0,cooperacion,Honduras,Cooperación Técnica,,Fundador
229,2025,2.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,152250.0,cooperacion,Guatemala,Cooperación Técnica,,Fundador
230,2023,2.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,1540000.0,cooperacion,Costa Rica,Cooperación Técnica,,Fundador
231,2022,2.0,,Fondos Ordinarios,No Reembolsable,1000000.0,cooperacion,Honduras,Ayuda de Emergencia y por Desastres Naturales,,Fundador
232,2023,1.0,,Fondos Ordinarios,No Reembolsable,1050000.0,cooperacion,Costa Rica,Otras Cooperaciones Financieras,,Fundador
233,2022,2.0,,FCC - Fondo de Preparación de Proyectos de Inversión en Cambio Climático,No Reembolsable,335000.0,cooperacion,Honduras,Cooperación Técnica,,Fundador
234,2024,1.0,,Fondos Ordinarios,No Reembolsable,500000.0,cooperacion,Costa Rica,Ayuda de Emergencia y por Desastres Naturales,,Fundador
235,2022,5.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,250164.95,cooperacion,Honduras,Cooperación Técnica,,Fundador
236,2024,1.0,,Fondos Ordinarios,No Reembolsable,1000000.0,cooperacion,Costa Rica,Cooperación de Países Fundadores y Regionales no Fundadores,,Fundador
237,2022,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,357500.0,cooperacion,Honduras,Cooperación Técnica,,Fundador
238,2024,1.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,99445.5,cooperacion,Costa Rica,Cooperación Técnica,,Fundador
239,2022,1.0,,KTF,No Reembolsable,850000.0,cooperacion,Honduras,Cooperación Técnica,,Fundador
240,2024,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,5940000.0,cooperacion,Costa Rica,Cooperación Técnica,,Fundador
241,2022,1.0,,TCPT - Taiwan CABEI Partnership Trust Fund,No Reembolsable,550000.0,cooperacion,Honduras,Cooperación Técnica,,Fundador
242,2024,1.0,,Fondos Ordinarios,No Reembolsable,725000.0,cooperacion,Costa Rica,Iniciativa PRODES,,Fundador
243,2023,1.0,,Fondos Ordinarios,No Reembolsable,1000000.0,cooperacion,Honduras,Ayuda de Emergencia y por Desastres Naturales,,Fundador
244,2025,1.0,,FCC - Fondo de Preparación de Proyectos de Inversión en Cambio Climático,No Reembolsable,700000.0,cooperacion,Costa Rica,Cooperación Técnica,,Fundador
245,2023,6.0,,FCC - Fondo de Preparación de Proyectos de Inversión en Cambio Climático,No Reembolsable,1804500.0,cooperacion,Honduras,Cooperación Técnica,,Fundador
246,2023,1.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,52500.0,cooperacion,Honduras,Cooperación Técnica,,Fundador
247,2023,5.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,7483208.71,cooperacion,Honduras,Cooperación Técnica,,Fundador
248,2024,2.0,,Fondos Ordinarios,No Reembolsable,750000.0,cooperacion,Honduras,Ayuda de Emergencia y por Desastres Naturales,,Fundador
249,2024,1.0,,Fondos Ordinarios,No Reembolsable,1000000.0,cooperacion,Honduras,Cooperación de Países Fundadores y Regionales no Fundadores,,Fundador
250,2024,4.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,214200.0,cooperacion,Honduras,Cooperación Técnica,,Fundador
251,2024,1.0,,Fondos Ordinarios,No Reembolsable,725000.0,cooperacion,Honduras,Iniciativa PRODES,,Fundador
252,2025,7.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,436800.0,cooperacion,Honduras,Cooperación Técnica,,Fundador
253,2010,1.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,264600.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
254,2010,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,500000.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
255,2011,1.0,,Fondos Ordinarios,No Reembolsable,250000.0,cooperacion,Nicaragua,Ayuda de Emergencia y por Desastres Naturales,,Fundador
256,2011,1.0,,Fondos Ordinarios,No Reembolsable,1000000.0,cooperacion,Nicaragua,Cooperación de Países Fundadores y Regionales no Fundadores,,Fundador
257,2011,1.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,264600.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
258,2011,5.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,3757728.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
259,2012,2.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,2644901.89,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
260,2012,1.0,,Fondos Ordinarios,No Reembolsable,230360.0,cooperacion,Nicaragua,Otras Cooperaciones Financieras,,Fundador
261,2013,1.0,,Fondos Ordinarios,No Reembolsable,250000.0,cooperacion,Nicaragua,Ayuda de Emergencia y por Desastres Naturales,,Fundador
262,2013,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,192294.07,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
263,2013,1.0,,FSC Taiwan ICDF,No Reembolsable,1000000.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
264,2014,1.0,,Fondos Ordinarios,No Reembolsable,250000.0,cooperacion,Nicaragua,Ayuda de Emergencia y por Desastres Naturales,,Fundador
265,2014,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,39600.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
266,2015,1.0,,Fondos Ordinarios,No Reembolsable,250000.0,cooperacion,Nicaragua,Ayuda de Emergencia y por Desastres Naturales,,Fundador
267,2015,1.0,,Fondos Ordinarios,No Reembolsable,1000000.0,cooperacion,Nicaragua,Cooperación de Países Fundadores y Regionales no Fundadores,,Fundador
268,2015,2.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,350000.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
269,2016,1.0,,Fondos Ordinarios,No Reembolsable,250000.0,cooperacion,Nicaragua,Ayuda de Emergencia y por Desastres Naturales,,Fundador
270,2016,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,283250.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
271,2017,1.0,,Fondos Ordinarios,No Reembolsable,250000.0,cooperacion,Nicaragua,Ayuda de Emergencia y por Desastres Naturales,,Fundador
272,2017,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,1408900.5,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
273,2018,1.0,,Fondos Ordinarios,No Reembolsable,250000.0,cooperacion,Nicaragua,Ayuda de Emergencia y por Desastres Naturales,,Fundador
274,2018,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,1995000.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
275,2019,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,283250.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
276,2020,3.0,,Fondos Ordinarios,No Reembolsable,2000000.0,cooperacion,Nicaragua,Ayuda de Emergencia y por Desastres Naturales,,Fundador
277,2020,1.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,36225.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
278,2020,2.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,707598.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
279,2020,2.0,,KTF,No Reembolsable,450000.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
280,2021,1.0,,Fondos Ordinarios,No Reembolsable,500000.0,cooperacion,Nicaragua,Ayuda de Emergencia y por Desastres Naturales,,Fundador
281,2021,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,1227119.25,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
282,2021,1.0,,FVC - Fondo Verde para el Clima,No Reembolsable,749584.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
283,2021,1.0,,KTF,No Reembolsable,125000.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
284,2022,1.0,,Fondos Ordinarios,No Reembolsable,500000.0,cooperacion,Nicaragua,Ayuda de Emergencia y por Desastres Naturales,,Fundador
285,2022,1.0,,FATPIR - Fondo de Asistencia Técnica para Proyectos de Integración Regional,No Reembolsable,93500.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
286,2022,2.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,81900.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
287,2023,5.0,,FONTEC - Fondo de Cooperación Técnica,No Reembolsable,244072.5,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
288,2023,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,810579.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
289,2023,1.0,,FVC - Fondo Verde para el Clima,No Reembolsable,748282.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
290,2024,1.0,,FONTEC - Fondo de Cooperación Técnica,Recuperación Contingente,880000.0,cooperacion,Nicaragua,Cooperación Técnica,,Fundador
1,2012,,1.0,,,3000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
2,2022,,4.0,,,115000000.0,prestamos,Argentina,,Sector Público,Extraregional
3,2015,,1.0,,,50000000.0,prestamos,Argentina,,Sector Público,Extraregional
4,2017,,1.0,,,30000000.0,prestamos,Argentina,,Sector Público,Extraregional
5,2003,,12.0,,,54336000.0,prestamos,Costa Rica,,Sector Privado,Fundador
6,2014,,1.0,,,30000000.0,prestamos,Belice,,Sector Público,Regional No Fundador
7,2009,,1.0,,,1905800.0,prestamos,Belice,,Sector Público,Regional No Fundador
8,2008,,1.0,,,5000000.0,prestamos,Colombia,,Sector Privado,Extraregional
9,1965,,4.0,,,1284100.0,prestamos,Costa Rica,,Sector Privado,Fundador
10,1981,,4.0,,,2771000.0,prestamos,Costa Rica,,Sector Privado,Fundador
11,1986,,1.0,,,3000000.0,prestamos,Costa Rica,,Sector Público,Fundador
12,1985,,2.0,,,6600000.0,prestamos,Costa Rica,,Sector Público,Fundador
13,2021,,3.0,,,150000000.0,prestamos,Argentina,,Sector Público,Extraregional
14,1963,,2.0,,,62000.0,prestamos,Costa Rica,,Sector Privado,Fundador
15,1969,,6.0,,,604600.0,prestamos,Costa Rica,,Sector Privado,Fundador
16,1978,,5.0,,,7735000.0,prestamos,Costa Rica,,Sector Privado,Fundador
17,2023,,3.0,,,625000000.0,prestamos,Argentina,,Sector Público,Extraregional
18,2016,,2.0,,,90000000.0,prestamos,Argentina,,Sector Público,Extraregional
19,1967,,5.0,,,1164600.0,prestamos,Costa Rica,,Sector Privado,Fundador
20,1994,,31.0,,,78026000.0,prestamos,Costa Rica,,Sector Privado,Fundador
21,1976,,5.0,,,4439000.0,prestamos,Costa Rica,,Sector Privado,Fundador
22,1971,,9.0,,,2816075.0,prestamos,Costa Rica,,Sector Privado,Fundador
23,2005,,2.0,,,71120000.0,prestamos,Colombia,,Sector Público,Extraregional
24,1968,,3.0,,,761000.0,prestamos,Costa Rica,,Sector Privado,Fundador
25,1999,,5.0,,,18809037.0,prestamos,Costa Rica,,Sector Privado,Fundador
26,2018,,1.0,,,32000000.0,prestamos,Argentina,,Sector Público,Extraregional
27,1974,,11.0,,,9478100.0,prestamos,Costa Rica,,Sector Privado,Fundador
28,2013,,4.0,,,34775000.0,prestamos,Costa Rica,,Sector Privado,Fundador
29,1992,,7.0,,,9200145.0,prestamos,Costa Rica,,Sector Privado,Fundador
30,1989,,4.0,,,38000000.0,prestamos,Costa Rica,,Sector Público,Fundador
31,1995,,16.0,,,40150000.0,prestamos,Costa Rica,,Sector Privado,Fundador
32,2000,,7.0,,,38630000.0,prestamos,Costa Rica,,Sector Privado,Fundador
33,2011,,1.0,,,50000000.0,prestamos,Colombia,,Sector Público,Extraregional
34,1991,,1.0,,,4200000.0,prestamos,Costa Rica,,Sector Privado,Fundador
35,1988,,5.0,,,23000000.0,prestamos,Costa Rica,,Sector Público,Fundador
36,1973,,11.0,,,8680000.0,prestamos,Costa Rica,,Sector Privado,Fundador
37,2024,,1.0,,,230000000.0,prestamos,Argentina,,Sector Público,Extraregional
38,1990,,4.0,,,28375000.0,prestamos,Costa Rica,,Sector Público,Fundador
39,1977,,1.0,,,2000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
40,2019,,1.0,,,67000000.0,prestamos,Argentina,,Sector Público,Extraregional
41,1982,,1.0,,,8500000.0,prestamos,Costa Rica,,Sector Privado,Fundador
42,2007,,1.0,,,136948000.0,prestamos,Colombia,,Sector Privado,Extraregional
43,1996,,21.0,,,35521099.0,prestamos,Costa Rica,,Sector Privado,Fundador
44,2012,,4.0,,,350000000.0,prestamos,Costa Rica,,Sector Público,Fundador
45,2022,,1.0,,,24000000.0,prestamos,Belice,,Sector Público,Regional No Fundador
46,2015,,1.0,,,136000000.0,prestamos,Colombia,,Sector Público,Extraregional
47,2017,,1.0,,,50000000.0,prestamos,Colombia,,Sector Público,Extraregional
48,2003,,3.0,,,118330255.46000001,prestamos,Costa Rica,,Sector Público,Fundador
49,2014,,1.0,,,50000000.0,prestamos,Colombia,,Sector Público,Extraregional
50,1975,,4.0,,,5828000.0,prestamos,Costa Rica,,Sector Privado,Fundador
51,2008,,11.0,,,27000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
52,1965,,2.0,,,2000000.0,prestamos,Costa Rica,,Sector Público,Fundador
53,1981,,4.0,,,19000000.0,prestamos,Costa Rica,,Sector Público,Fundador
54,1986,,1.0,,,400000.0,prestamos,El Salvador,,Sector Privado,Fundador
55,1985,,1.0,,,1980000.0,prestamos,El Salvador,,Sector Público,Fundador
56,2021,,2.0,,,580000000.0,prestamos,Costa Rica,,Sector Público,Fundador
57,1963,,5.0,,,2426600.0,prestamos,El Salvador,,Sector Privado,Fundador
58,1969,,10.0,,,13134000.0,prestamos,Costa Rica,,Sector Público,Fundador
59,1978,,7.0,,,37020000.0,prestamos,Costa Rica,,Sector Público,Fundador
60,2010,,2.0,,,10667410.0,prestamos,Belice,,Sector Público,Regional No Fundador
61,1993,,20.0,,,25000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
62,1967,,2.0,,,5990000.0,prestamos,Costa Rica,,Sector Público,Fundador
63,1994,,11.0,,,65784244.0,prestamos,Costa Rica,,Sector Público,Fundador
64,1976,,9.0,,,37043000.0,prestamos,Costa Rica,,Sector Público,Fundador
65,1971,,3.0,,,6200000.0,prestamos,Costa Rica,,Sector Público,Fundador
66,1979,,4.0,,,12000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
67,1968,,5.0,,,3022000.0,prestamos,Costa Rica,,Sector Público,Fundador
68,1999,,4.0,,,73333101.0,prestamos,Costa Rica,,Sector Público,Fundador
69,2020,,1.0,,,50000000.0,prestamos,Argentina,,Sector Público,Extraregional
70,1974,,18.0,,,40330000.0,prestamos,Costa Rica,,Sector Público,Fundador
71,2013,,4.0,,,515000000.0,prestamos,Costa Rica,,Sector Público,Fundador
72,1992,,6.0,,,45965600.0,prestamos,Costa Rica,,Sector Público,Fundador
73,1989,,3.0,,,12000000.0,prestamos,El Salvador,,Sector Público,Fundador
74,1995,,5.0,,,60035316.0,prestamos,Costa Rica,,Sector Público,Fundador
75,2000,,4.0,,,74091406.0,prestamos,Costa Rica,,Sector Público,Fundador
76,2011,,5.0,,,31000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
77,1991,,3.0,,,32700000.0,prestamos,Costa Rica,,Sector Público,Fundador
78,1988,,4.0,,,16740000.0,prestamos,El Salvador,,Sector Público,Fundador
79,1973,,8.0,,,25900000.0,prestamos,Costa Rica,,Sector Público,Fundador
80,2024,,1.0,,,770000000.0,prestamos,Costa Rica,,Sector Público,Fundador
81,1990,,5.0,,,37670000.0,prestamos,El Salvador,,Sector Público,Fundador
82,1977,,5.0,,,18760000.0,prestamos,Costa Rica,,Sector Público,Fundador
83,1966,,6.0,,,3118500.0,prestamos,Costa Rica,,Sector Privado,Fundador
84,1982,,2.0,,,8000000.0,prestamos,Costa Rica,,Sector Público,Fundador
85,2007,,1.0,,,50000000.0,prestamos,Colombia,,Sector Público,Extraregional
86,1996,,8.0,,,67254960.0,prestamos,Costa Rica,,Sector Público,Fundador
87,2012,,3.0,,,18000000.0,prestamos,El Salvador,,Sector Privado,Fundador
88,2022,,1.0,,,250000000.0,prestamos,Colombia,,Sector Público,Extraregional
89,2015,,4.0,,,73000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
90,1964,,6.0,,,1123435.0,prestamos,Costa Rica,,Sector Privado,Fundador
91,2003,,13.0,,,29976300.0,prestamos,El Salvador,,Sector Privado,Fundador
92,2002,,13.0,,,70164000.0,prestamos,Costa Rica,,Sector Privado,Fundador
93,1975,,9.0,,,26066000.0,prestamos,Costa Rica,,Sector Público,Fundador
94,2008,,5.0,,,172390000.0,prestamos,Costa Rica,,Sector Público,Fundador
95,1965,,7.0,,,5096700.0,prestamos,El Salvador,,Sector Privado,Fundador
96,1981,,2.0,,,481100.0,prestamos,El Salvador,,Sector Privado,Fundador
97,1986,,1.0,,,13000000.0,prestamos,El Salvador,,Sector Público,Fundador
98,1985,,1.0,,,8000000.0,prestamos,Guatemala,,Sector Público,Fundador
99,2021,,1.0,,,20000000.0,prestamos,El Salvador,,Sector Privado,Fundador
100,1963,,1.0,,,20000.0,prestamos,El Salvador,,Sector Público,Fundador
101,1969,,9.0,,,3610130.0,prestamos,El Salvador,,Sector Privado,Fundador
102,1980,,6.0,,,5761288.0,prestamos,Costa Rica,,Sector Privado,Fundador
103,2023,,1.0,,,2500000.0,prestamos,Belice,,Sector Público,Regional No Fundador
104,1993,,4.0,,,21750000.0,prestamos,Costa Rica,,Sector Público,Fundador
105,1967,,4.0,,,986000.0,prestamos,El Salvador,,Sector Privado,Fundador
106,1994,,17.0,,,24313000.0,prestamos,El Salvador,,Sector Privado,Fundador
107,1998,,24.0,,,84786168.0,prestamos,Costa Rica,,Sector Privado,Fundador
108,1983,,1.0,,,1800000.0,prestamos,Costa Rica,,Sector Privado,Fundador
109,1979,,9.0,,,33110000.0,prestamos,Costa Rica,,Sector Público,Fundador
110,1968,,5.0,,,1525700.0,prestamos,El Salvador,,Sector Privado,Fundador
111,1999,,6.0,,,61619477.0,prestamos,El Salvador,,Sector Privado,Fundador
112,2018,,3.0,,,530284067.0,prestamos,Costa Rica,,Sector Público,Fundador
113,1984,,1.0,,,1650000.0,prestamos,Costa Rica,,Sector Público,Fundador
114,2013,,4.0,,,199208600.0,prestamos,El Salvador,,Sector Público,Fundador
115,1992,,3.0,,,14000000.0,prestamos,El Salvador,,Sector Privado,Fundador
116,1989,,1.0,,,99000.0,prestamos,Guatemala,,Sector Privado,Fundador
117,1995,,13.0,,,71513548.0,prestamos,El Salvador,,Sector Privado,Fundador
118,2000,,1.0,,,7830000.0,prestamos,El Salvador,,Sector Privado,Fundador
119,2011,,3.0,,,499000000.0,prestamos,Costa Rica,,Sector Público,Fundador
120,1991,,1.0,,,1000000.0,prestamos,El Salvador,,Sector Público,Fundador
121,1988,,10.0,,,37600000.0,prestamos,Honduras,,Sector Público,Fundador
122,1973,,8.0,,,9430000.0,prestamos,El Salvador,,Sector Privado,Fundador
123,2024,,2.0,,,263900000.0,prestamos,El Salvador,,Sector Público,Fundador
124,1990,,2.0,,,15220600.0,prestamos,Guatemala,,Sector Privado,Fundador
125,1977,,2.0,,,14100000.0,prestamos,El Salvador,,Sector Público,Fundador
126,1966,,1.0,,,4700000.0,prestamos,Costa Rica,,Sector Público,Fundador
127,1982,,3.0,,,2000000.0,prestamos,El Salvador,,Sector Privado,Fundador
128,2001,,4.0,,,31000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
129,2025,,2.0,,,815000000.0,prestamos,Costa Rica,,Sector Público,Fundador
130,2012,,3.0,,,193161825.0,prestamos,El Salvador,,Sector Público,Fundador
131,1987,,1.0,,,1000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
132,2015,,2.0,,,202587964.87,prestamos,Costa Rica,,Sector Público,Fundador
133,1964,,2.0,,,1163000.0,prestamos,Costa Rica,,Sector Público,Fundador
134,2003,,3.0,,,143500000.0,prestamos,El Salvador,,Sector Público,Fundador
135,2002,,6.0,,,280000000.0,prestamos,Costa Rica,,Sector Público,Fundador
136,2009,,5.0,,,32900000.0,prestamos,Costa Rica,,Sector Privado,Fundador
137,2008,,3.0,,,15261000.0,prestamos,El Salvador,,Sector Privado,Fundador
138,1965,,2.0,,,1066000.0,prestamos,El Salvador,,Sector Público,Fundador
139,1981,,4.0,,,9200000.0,prestamos,El Salvador,,Sector Público,Fundador
140,1986,,6.0,,,16675000.0,prestamos,Honduras,,Sector Público,Fundador
141,1985,,2.0,,,9150000.0,prestamos,Honduras,,Sector Público,Fundador
142,2021,,3.0,,,864700000.0,prestamos,El Salvador,,Sector Público,Fundador
143,1963,,11.0,,,3327500.0,prestamos,Guatemala,,Sector Privado,Fundador
144,1969,,3.0,,,7250000.0,prestamos,El Salvador,,Sector Público,Fundador
145,1980,,7.0,,,20970000.0,prestamos,Costa Rica,,Sector Público,Fundador
146,2010,,1.0,,,35321000.0,prestamos,Colombia,,Sector Privado,Extraregional
147,2016,,1.0,,,50000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
148,1967,,2.0,,,292000.0,prestamos,Guatemala,,Sector Privado,Fundador
149,1994,,9.0,,,144238000.0,prestamos,El Salvador,,Sector Público,Fundador
150,1998,,3.0,,,56698182.0,prestamos,Costa Rica,,Sector Público,Fundador
151,1983,,3.0,,,15402200.0,prestamos,Costa Rica,,Sector Público,Fundador
152,1997,,13.0,,,26300000.0,prestamos,Costa Rica,,Sector Privado,Fundador
