objectid	cod_depto	depto	cod_municipio	municipio	shape_Length	shape_Area	ISO	Pais	VARNAME_1	ENGTYPE_2	TYPE_2	NAME_1	DEPARTAMENTO	MUNICIPIOS	DEPTO_MUN	Columna1	Columna2	Índice	REGION
2	1	ATLANTIDA	103	Esparta	1.497917235	0.0388409	HND	Honduras		Municipality	Municipio	ATLANTIDA	ATLANTIDA	ESPARTA	ATLANTIDA,ESPARTA			1	Nororiental
3	1	ATLANTIDA	104	Jutiapa	1.035750539	0.044912797	HND	Honduras		Municipality	Municipio	ATLANTIDA	ATLANTIDA	JUTIAPA	ATLANTIDA,JUTIAPA			2	Nororiental
4	1	ATLANTIDA	105	La Masica	1.296318523	0.039500459	HND	Honduras		Municipality	Municipio	ATLANTIDA	ATLANTIDA	LA MASICA	ATLANTIDA,LA MASICA			3	Nororiental
5	1	ATLANTIDA	106	San Francisco	0.975459366	0.023811052	HND	Honduras		Municipality	Municipio	ATLANTIDA	ATLANTIDA	SAN FRANCISCO	ATLANTIDA,SAN FRANCISCO			4	Nororiental
6	1	ATLANTIDA	108	Arizona	1.513012547	0.044767193	HND	Honduras		Municipality	Municipio	ATLANTIDA	ATLANTIDA	ARIZONA	ATLANTIDA,ARIZONA			5	Nororiental
7	2	COLON	201	Trujillo	2.033618265	0.080614554	HND	Honduras		Municipality	Municipio	COLON	COLON	TRUJILLO	COLON,TRUJILLO			6	Nororiental
8	2	COLON	202	Balfate	0.946241542	0.028093052	HND	Honduras		Municipality	Municipio	COLON	COLON	BALFATE	COLON,BALFATE			7	Nororiental
9	2	COLON	204	Limón	1.179549958	0.051904609	HND	Honduras		Municipality	Municipio	COLON	COLON	LIMON	COLON,LIMON			8	Nororiental
10	2	COLON	205	Sabá	1.027408686	0.031252983	HND	Honduras		Municipality	Municipio	COLON	COLON	SABA	COLON,SABA			9	Nororiental
11	2	COLON	206	Santa Fe	0.629041574	0.017548728	HND	Honduras		Municipality	Municipio	COLON	COLON	SANTA FE	COLON,SANTA FE			10	Nororiental
12	2	COLON	207	Santa Rosa de Aguán	0.521731961	0.011489139	HND	Honduras		Municipality	Municipio	COLON	COLON	SANTA ROSA DE AGUAN	COLON,SANTA ROSA DE AGUAN			11	Nororiental
13	2	COLON	208	Sonaguera	0.921448285	0.033966329	HND	Honduras		Municipality	Municipio	COLON	COLON	SONAGUERA	COLON,SONAGUERA			12	Nororiental
14	2	COLON	209	Tocoa	1.452363105	0.074842005	HND	Honduras		Municipality	Municipio	COLON	COLON	TOCOA	COLON,TOCOA			13	Nororiental
15	2	COLON	210	Bonito Oriental	1.244599867	0.042961723	HND	Honduras		Municipality	Municipio	COLON	COLON	BONITO ORIENTAL	COLON,BONITO ORIENTAL			14	Nororiental
16	3	COMAYAGUA	311	Minas de Oro	1.186427494	0.03299646	HND	Honduras		Municipality	Municipio	COMAYAGUA	COMAYAGUA	MINAS DE ORO	COMAYAGUA,MINAS DE ORO			15	Centro Occidental
17	3	COMAYAGUA	312	Ojos de Agua	0.727868072	0.014468827	HND	Honduras		Municipality	Municipio	COMAYAGUA	COMAYAGUA	OJOS DE AGUA	COMAYAGUA,OJOS DE AGUA			16	Centro Occidental
18	3	COMAYAGUA	315	San José del Potrero	0.711843683	0.016669967	HND	Honduras		Municipality	Municipio	COMAYAGUA	COMAYAGUA	SAN JOSE DEL POTRERO	COMAYAGUA,SAN JOSE DEL POTRERO			17	Centro Occidental
19	3	COMAYAGUA	320	Las Lajas	0.414151324	0.007992037	HND	Honduras		Municipality	Municipio	COMAYAGUA	COMAYAGUA	LAS LAJAS	COMAYAGUA,LAS LAJAS			18	Centro Occidental
20	4	COPAN	405	Corquín	0.651593055	0.011623273	HND	Honduras		Municipality	Municipio	COPAN	COPAN	CORQUIN	COPAN,CORQUIN			19	Occidental
21	4	COPAN	410	Florida	1.128603775	0.028758406	HND	Honduras		Municipality	Municipio	COPAN	COPAN	FLORIDA	COPAN,FLORIDA			20	Occidental
22	4	COPAN	411	La Jigua	0.606726204	0.009489751	HND	Honduras		Municipality	Municipio	COPAN	COPAN	LA JIGUA	COPAN,LA JIGUA			21	Occidental
23	4	COPAN	413	Nueva Arcadia	0.641543407	0.012405839	HND	Honduras		Municipality	Municipio	COPAN	COPAN	NUEVA ARCADIA	COPAN,NUEVA ARCADIA			22	Occidental
24	4	COPAN	417	San José	0.389426468	0.004369886	HND	Honduras		Municipality	Municipio	COPAN	COPAN	SAN JOSE	COPAN,SAN JOSE			23	Occidental
25	4	COPAN	418	San Juan de Opoa	0.427897305	0.00630956	HND	Honduras		Municipality	Municipio	COPAN	COPAN	SAN JUAN DE OPOA	COPAN,SAN JUAN DE OPOA			24	Occidental
26	4	COPAN	423	Veracruz	0.265157692	0.002835243	HND	Honduras		Municipality	Municipio	COPAN	COPAN	VERACRUZ	COPAN,VERACRUZ			25	Occidental
35	4	COPAN	419	San Nicolás	0.444622101	0.006310554	HND	Honduras		Municipality	Municipio	COPAN	COPAN	SAN NICOLAS	COPAN,SAN NICOLAS			34	Occidental
36	6	CHOLUTECA	601	Choluteca	3.544110582	0.089478793	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	CHOLUTECA	CHOLUTECA,CHOLUTECA			35	Sur
37	6	CHOLUTECA	602	Apacilagua	0.672757039	0.019088832	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	APACILAGUA	CHOLUTECA,APACILAGUA			36	Sur
38	6	CHOLUTECA	603	Concepcion de María	0.670005366	0.01399848	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	CONCEPCION DE MARIA	CHOLUTECA,CONCEPCION DE MARIA			37	Sur
39	6	CHOLUTECA	604	Duyure	0.560308586	0.008708696	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	DUYURE	CHOLUTECA,DUYURE			38	Sur
40	6	CHOLUTECA	605	El Corpus	0.768486227	0.020778164	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	EL CORPUS	CHOLUTECA,EL CORPUS			39	Sur
41	6	CHOLUTECA	606	El Triunfo	0.836950525	0.025599085	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	EL TRIUNFO	CHOLUTECA,EL TRIUNFO			40	Sur
42	6	CHOLUTECA	607	Marcovia	2.597894855	0.040728919	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	MARCOVIA	CHOLUTECA,MARCOVIA			41	Sur
43	6	CHOLUTECA	608	Morolica	0.758607703	0.023024635	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	MOROLICA	CHOLUTECA,MOROLICA			42	Sur
44	6	CHOLUTECA	609	Namasigue	0.778035275	0.018086518	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	NAMASIGUE	CHOLUTECA,NAMASIGUE			43	Sur
45	6	CHOLUTECA	610	Orocuina	0.561348999	0.010458608	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	OROCUINA	CHOLUTECA,OROCUINA			44	Sur
46	6	CHOLUTECA	611	Pespire	0.933815346	0.027146452	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	PESPIRE	CHOLUTECA,PESPIRE			45	Sur
47	6	CHOLUTECA	612	San Antonio de Flores	0.296588825	0.004569081	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	SAN ANTONIO DE FLORES	CHOLUTECA,SAN ANTONIO DE FLORES			46	Sur
48	6	CHOLUTECA	613	San Isidro	0.311189921	0.006003428	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	SAN ISIDRO	CHOLUTECA,SAN ISIDRO			47	Sur
49	9	GRACIAS A_DIOS	903	Ahuas	4.430571188	0.143051476	HND	Honduras		Municipality	Municipio	GRACIAS A DIOS	GRACIAS A DIOS	AHUAS	GRACIAS A DIOS,AHUAS			48	Nororiental
50	6	CHOLUTECA	614	San José	0.368003725	0.005293109	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	SAN JOSE	CHOLUTECA,SAN JOSE			49	Sur
51	6	CHOLUTECA	615	San Marcos de Colón	1.06427691	0.048284273	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	SAN MARCOS DE COLON	CHOLUTECA,SAN MARCOS DE COLON			50	Sur
52	6	CHOLUTECA	616	Santa Ana de Yusguare	0.434836853	0.00600475	HND	Honduras		Municipality	Municipio	CHOLUTECA	CHOLUTECA	SANTA ANA DE YUSGUARE	CHOLUTECA,SANTA ANA DE YUSGUARE			51	Sur
87	10	INTIBUCA	1003	Colomoncagua	0.760410686	0.015343936	HND	Honduras		Municipality	Municipio	INTIBUCA	INTIBUCA	COLOMONCAGUA	INTIBUCA,COLOMONCAGUA			86	Centro Occidental
88	10	INTIBUCA	1004	Concepción	0.435321304	0.007708634	HND	Honduras		Municipality	Municipio	INTIBUCA	INTIBUCA	CONCEPCION	INTIBUCA,CONCEPCION			87	Centro Occidental
89	10	INTIBUCA	1008	Magdalena	0.329622551	0.003371559	HND	Honduras		Municipality	Municipio	INTIBUCA	INTIBUCA	MAGDALENA	INTIBUCA,MAGDALENA			88	Centro Occidental
90	10	INTIBUCA	1010	San Antonio	0.506107938	0.007567466	HND	Honduras		Municipality	Municipio	INTIBUCA	INTIBUCA	SAN ANTONIO	INTIBUCA,SAN ANTONIO			89	Centro Occidental
91	10	INTIBUCA	1015	Santa Lucía	0.471246935	0.00520471	HND	Honduras		Municipality	Municipio	INTIBUCA	INTIBUCA	SANTA LUCIA	INTIBUCA,SANTA LUCIA			90	Centro Occidental
92	12	LA PAZ	1202	Aguanqueterique	0.605489305	0.015878191	HND	Honduras		Municipality	Municipio	LA PAZ	LA PAZ	AGUANQUETERIQUE	LA PAZ,AGUANQUETERIQUE			91	Centro Occidental
93	12	LA PAZ	1203	Cabañas	0.704699215	0.012985218	HND	Honduras		Municipality	Municipio	LA PAZ	LA PAZ	CABAÑAS	LA PAZ,CABAÑAS			92	Centro Occidental
94	12	LA PAZ	1207	Lauterique	0.244082013	0.003067883	HND	Honduras		Municipality	Municipio	LA PAZ	LA PAZ	LAUTERIQUE	LA PAZ,LAUTERIQUE			93	Centro Occidental
95	12	LA PAZ	1209	Mercedes de Oriente	0.320269085	0.003307415	HND	Honduras		Municipality	Municipio	LA PAZ	LA PAZ	MERCEDES DE ORIENTE	LA PAZ,MERCEDES DE ORIENTE			94	Centro Occidental
96	12	LA PAZ	1211	San Antonio del Norte	0.423321998	0.006295766	HND	Honduras		Municipality	Municipio	LA PAZ	LA PAZ	SAN ANTONIO DEL NORTE	LA PAZ,SAN ANTONIO DEL NORTE			95	Centro Occidental
97	12	LA PAZ	1213	San Juan	0.309856136	0.004311343	HND	Honduras		Municipality	Municipio	LA PAZ	LA PAZ	SAN JUAN	LA PAZ,SAN JUAN			96	Centro Occidental
98	12	LA PAZ	1215	Santa Ana	1.081043162	0.017441397	HND	Honduras		Municipality	Municipio	LA PAZ	LA PAZ	SANTA ANA	LA PAZ,SANTA ANA			97	Centro Occidental
99	12	LA PAZ	1216	Santa Elena	0.583652156	0.015406522	HND	Honduras		Municipality	Municipio	LA PAZ	LA PAZ	SANTA ELENA	LA PAZ,SANTA ELENA			98	Centro Occidental
110	14	OCOTEPEQUE	1401	Ocotepeque	0.675797693	0.014643151	HND	Honduras		Municipality	Municipio	OCOTEPEQUE	OCOTEPEQUE	OCOTEPEQUE	OCOTEPEQUE,OCOTEPEQUE			109	Occidental
111	14	OCOTEPEQUE	1403	Concepción	0.687644551	0.009755376	HND	Honduras		Municipality	Municipio	OCOTEPEQUE	OCOTEPEQUE	CONCEPCION	OCOTEPEQUE,CONCEPCION			110	Occidental
113	14	OCOTEPEQUE	1404	Dolores Merendón	0.347165933	0.003452218	HND	Honduras		Municipality	Municipio	OCOTEPEQUE	OCOTEPEQUE	DOLORES MERENDON	OCOTEPEQUE,DOLORES MERENDON			112	Occidental
114	14	OCOTEPEQUE	1407	La Labor	0.44531834	0.00863481	HND	Honduras		Municipality	Municipio	OCOTEPEQUE	OCOTEPEQUE	LA LABOR	OCOTEPEQUE,LA LABOR			113	Occidental
115	14	OCOTEPEQUE	1409	Mercedes	0.651226398	0.007937496	HND	Honduras		Municipality	Municipio	OCOTEPEQUE	OCOTEPEQUE	MERCEDES	OCOTEPEQUE,MERCEDES			114	Occidental
116	14	OCOTEPEQUE	1411	San Francisco del Valle	0.542592783	0.008943627	HND	Honduras		Municipality	Municipio	OCOTEPEQUE	OCOTEPEQUE	SAN FRANCISCO DEL VALLE	OCOTEPEQUE,SAN FRANCISCO DEL VALLE			115	Occidental
117	14	OCOTEPEQUE	1413	San Marcos	0.81813118	0.014177853	HND	Honduras		Municipality	Municipio	OCOTEPEQUE	OCOTEPEQUE	SAN MARCOS	OCOTEPEQUE,SAN MARCOS			116	Occidental
118	14	OCOTEPEQUE	1414	Santa Fe	0.593643427	0.005766677	HND	Honduras		Municipality	Municipio	OCOTEPEQUE	OCOTEPEQUE	SANTA FE	OCOTEPEQUE,SANTA FE			117	Occidental
119	14	OCOTEPEQUE	1415	Sensenti	0.623907903	0.00998679	HND	Honduras		Municipality	Municipio	OCOTEPEQUE	OCOTEPEQUE	SENSENTI	OCOTEPEQUE,SENSENTI			118	Occidental
120	14	OCOTEPEQUE	1416	Sinuapa	0.542089749	0.010533569	HND	Honduras		Municipality	Municipio	OCOTEPEQUE	OCOTEPEQUE	SINUAPA	OCOTEPEQUE,SINUAPA			119	Occidental
121	15	OLANCHO	1501	Juticalpa	2.968305512	0.218557116	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	JUTICALPA	OLANCHO,JUTICALPA			120	Centro Oriental
122	15	OLANCHO	1502	Campamento	0.846269145	0.031848846	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	CAMPAMENTO	OLANCHO,CAMPAMENTO			121	Centro Oriental
123	15	OLANCHO	1503	Catacamas	4.751080696	0.609354983	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	CATACAMAS	OLANCHO,CATACAMAS			122	Centro Oriental
124	15	OLANCHO	1504	Concordia	0.738782489	0.02053445	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	CONCORDIA	OLANCHO,CONCORDIA			123	Centro Oriental
125	15	OLANCHO	1505	Dulce Nombre de Culmí	2.714404647	0.256933599	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	DULCE NOMBRE DE CULMI	OLANCHO,DULCE NOMBRE DE CULMI			124	Centro Oriental
126	15	OLANCHO	1506	El Rosario	0.499742572	0.011585448	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	EL ROSARIO	OLANCHO,EL ROSARIO			125	Centro Oriental
139	10	INTIBUCA	1002	Camasca	0.364763653	0.005557457	HND	Honduras		Municipality	Municipio	INTIBUCA	INTIBUCA	CAMASCA	INTIBUCA,CAMASCA			138	Centro Occidental
141	15	OLANCHO	1507	Esquipulas del Norte	0.963651766	0.040473018	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	ESQUIPULAS DEL NORTE	OLANCHO,ESQUIPULAS DEL NORTE			140	Centro Oriental
142	15	OLANCHO	1508	Gualaco	2.707659293	0.187272509	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	GUALACO	OLANCHO,GUALACO			141	Centro Oriental
143	15	OLANCHO	1509	Guarizama	0.602680443	0.013501579	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	GUARIZAMA	OLANCHO,GUARIZAMA			142	Centro Oriental
144	15	OLANCHO	1510	Guata	1.083473832	0.056474245	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	GUATA	OLANCHO,GUATA			143	Centro Oriental
145	15	OLANCHO	1511	Guayape	0.92138673	0.034747495	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	GUAYAPE	OLANCHO,GUAYAPE			144	Centro Oriental
146	15	OLANCHO	1512	Jano	1.006321232	0.029071941	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	JANO	OLANCHO,JANO			145	Centro Oriental
147	15	OLANCHO	1514	Mangulile	1.045848426	0.03127574	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	MANGULILE	OLANCHO,MANGULILE			146	Centro Oriental
148	15	OLANCHO	1515	Manto	1.149411927	0.043539398	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	MANTO	OLANCHO,MANTO			147	Centro Oriental
149	15	OLANCHO	1516	Salamá	0.979872903	0.028034688	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	SALAMA	OLANCHO,SALAMA			148	Centro Oriental
150	15	OLANCHO	1517	San Esteban	1.980988207	0.16010523	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	SAN ESTEBAN	OLANCHO,SAN ESTEBAN			149	Centro Oriental
151	15	OLANCHO	1518	San Francisco de Becerra	0.838402022	0.024474891	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	SAN FRANCISCO DE BECERRA	OLANCHO,SAN FRANCISCO DE BECERRA			150	Centro Oriental
152	15	OLANCHO	1519	San Francisco de La Paz	0.913284251	0.043663589	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	SAN FRANCISCO DE LA PAZ	OLANCHO,SAN FRANCISCO DE LA PAZ			151	Centro Oriental
153	15	OLANCHO	1520	Santa María del Real	0.904119556	0.020251613	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	SANTA MARIA DEL REAL	OLANCHO,SANTA MARIA DEL REAL			152	Centro Oriental
154	15	OLANCHO	1521	Silca	0.719630763	0.021260257	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	SILCA	OLANCHO,SILCA			153	Centro Oriental
155	15	OLANCHO	1522	Yocón	0.700965828	0.020724929	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	YOCON	OLANCHO,YOCON			154	Centro Oriental
156	15	OLANCHO	1523	Patuca	1.40929078	0.063568569	HND	Honduras		Municipality	Municipio	OLANCHO	OLANCHO	PATUCA	OLANCHO,PATUCA			155	Centro Oriental
157	16	SANTA BARBARA	1603	Atima	0.7273789	0.016432635	HND	Honduras		Municipality	Municipio	SANTA BARBARA	SANTA BARBARA	ATIMA	SANTA BARBARA,ATIMA			156	Noroccidental
158	16	SANTA BARBARA	1604	Azacualpa	0.591698561	0.016781304	HND	Honduras		Municipality	Municipio	SANTA BARBARA	SANTA BARBARA	AZACUALPA	SANTA BARBARA,AZACUALPA			157	Noroccidental
159	16	SANTA BARBARA	1605	Ceguaca	0.324964842	0.004339194	HND	Honduras		Municipality	Municipio	SANTA BARBARA	SANTA BARBARA	CEGUACA	SANTA BARBARA,CEGUACA			158	Noroccidental
